order_id,user_id,weight_kg,distance_km,express_flag,quantity,price,shipping_cost,price_per_item,weight_per_item,shipping_per_km,shipping_price_ratio,heavy_package,long_distance,bulk_order
33,3890,1.21,167.0,True,4,15779.0,247.0,3944.75,0.3025,1.4790419161676647,1.5653716965587174,0,0,0
34,2002,3.55,373.0,False,5,14223.0,275.0,2844.6,0.71,0.7372654155495979,1.9334880123743232,0,1,1
35,3843,4.86,192.0,False,3,7722.0,165.0,2574.0,1.62,0.859375,2.1367521367521367,0,0,0
36,1640,4.71,98.0,False,1,957.0,113.0,957.0,4.71,1.153061224489796,11.80773249738767,0,0,0
37,2920,0.81,144.0,False,3,8574.0,172.0,2858.0,0.27,1.1944444444444444,2.006064847212503,0,0,0
38,1512,2.39,143.0,False,2,9497.0,143.0,4748.5,1.195,1.0,1.505738654311888,0,0,0
39,4698,6.73,159.0,True,2,7953.0,215.0,3976.5,3.365,1.3522012578616351,2.7033823714321636,1,0,0
40,3650,3.68,272.0,False,3,9040.0,179.0,3013.3333333333335,1.2266666666666668,0.6580882352941176,1.9800884955752212,0,1,0
41,2919,6.21,235.0,False,4,12175.0,208.0,3043.75,1.5525,0.8851063829787233,1.7084188911704312,1,1,0
42,2257,1.43,49.0,True,3,13168.0,133.0,4389.333333333333,0.4766666666666666,2.7142857142857144,1.0100243013365735,0,0,0
43,2600,0.94,270.0,False,5,6562.0,191.0,1312.4,0.188,0.7074074074074074,2.9106979579396524,0,1,1
44,3899,2.56,103.0,False,4,5184.0,84.0,1296.0,0.64,0.8155339805825242,1.6203703703703702,0,0,0
45,1368,3.19,44.0,False,2,2152.0,68.0,1076.0,1.595,1.5454545454545454,3.1598513011152414,0,0,0
46,4142,5.04,243.0,False,1,5268.0,185.0,5268.0,5.04,0.7613168724279835,3.511769172361427,1,1,0
47,1408,2.54,204.0,True,1,2446.0,273.0,2446.0,2.54,1.338235294117647,11.16107931316435,0,1,0
48,708,3.26,56.0,False,1,506.0,105.0,506.0,3.26,1.875,20.75098814229249,0,0,0
49,3684,0.81,129.0,False,3,10577.0,81.0,3525.6666666666665,0.27,0.627906976744186,0.7658126122719108,0,0,0
50,3541,1.26,116.0,False,4,14063.0,141.0,3515.75,0.315,1.2155172413793103,1.00263101756382,0,0,0
51,1673,3.96,93.0,False,3,4342.0,134.0,1447.3333333333333,1.32,1.4408602150537635,3.0861354214647627,0,0,0
52,3243,6.22,173.0,False,4,2180.0,141.0,545.0,1.555,0.815028901734104,6.467889908256881,1,0,0
53,3643,6.39,213.0,True,3,7876.0,274.0,2625.3333333333335,2.13,1.2863849765258215,3.4789233113255458,1,1,0
54,3939,0.3,198.0,False,2,2090.0,131.0,1045.0,0.15,0.6616161616161617,6.267942583732057,0,0,0
55,4763,0.99,130.0,False,5,11314.0,71.0,2262.8,0.198,0.5461538461538461,0.6275410995227152,0,0,1
56,4271,3.15,117.0,True,2,3974.0,138.0,1987.0,1.575,1.1794871794871795,3.4725717161550076,0,0,0
57,2196,1.09,408.0,False,4,8286.0,262.0,2071.5,0.2725,0.6421568627450981,3.161959932416124,0,1,0
58,1151,0.99,247.0,False,5,26109.0,201.0,5221.8,0.198,0.8137651821862348,0.769849477191773,0,1,1
59,486,0.83,73.0,False,3,7062.0,63.0,2354.0,0.27666666666666667,0.863013698630137,0.8920985556499574,0,0,0
60,2869,10.5,75.0,True,2,5397.0,220.0,2698.5,5.25,2.933333333333333,4.076338706688901,1,0,0
61,3332,0.66,157.0,False,3,2003.0,124.0,667.6666666666666,0.22,0.7898089171974523,6.19071392910634,0,0,0
62,3454,2.16,155.0,False,2,3530.0,138.0,1765.0,1.08,0.8903225806451613,3.9093484419263453,0,0,0
63,47,3.16,277.0,True,3,7931.0,290.0,2643.6666666666665,1.0533333333333335,1.0469314079422383,3.6565376371201617,0,1,0
64,3506,4.17,178.0,True,1,2477.0,264.0,2477.0,4.17,1.4831460674157304,10.65805409769883,0,0,0
65,3935,0.47,130.0,False,3,11101.0,128.0,3700.3333333333335,0.15666666666666665,0.9846153846153847,1.1530492748401044,0,0,0
66,3608,6.86,172.0,False,1,2972.0,139.0,2972.0,6.86,0.8081395348837209,4.676985195154778,1,0,0
67,2628,2.56,196.0,False,2,8485.0,182.0,4242.5,1.28,0.9285714285714286,2.1449616971125516,0,0,0
68,75,1.24,239.0,False,4,6467.0,187.0,1616.75,0.31,0.7824267782426778,2.8916035255914645,0,1,0
69,2448,1.54,143.0,True,5,11075.0,244.0,2215.0,0.308,1.7062937062937062,2.2031602708803613,0,0,1
70,3223,4.47,209.0,False,1,3140.0,170.0,3140.0,4.47,0.8133971291866029,5.414012738853503,0,1,0
71,2847,6.13,57.0,False,4,8468.0,94.0,2117.0,1.5325,1.6491228070175439,1.110061407652338,1,0,0
72,2872,6.65,129.0,False,1,854.0,142.0,854.0,6.65,1.1007751937984496,16.627634660421545,1,0,0
73,2582,5.22,114.0,False,1,2846.0,134.0,2846.0,5.22,1.1754385964912282,4.708362614195362,1,0,0
74,2760,1.75,164.0,False,5,15741.0,152.0,3148.2,0.35,0.926829268292683,0.9656311543103997,0,0,1
75,1618,5.17,92.0,False,5,12372.0,101.0,2474.4,1.034,1.0978260869565217,0.8163595215001617,1,0,1
76,3024,1.63,163.0,False,3,10676.0,171.0,3558.6666666666665,0.5433333333333333,1.049079754601227,1.6017234919445487,0,0,0
77,1407,2.7,173.0,True,2,5849.0,233.0,2924.5,1.35,1.346820809248555,3.9835869379381093,0,0,0
78,2457,11.12,90.0,False,3,6696.0,98.0,2232.0,3.7066666666666666,1.0888888888888888,1.4635603345280765,1,0,0
79,2076,3.62,87.0,False,3,1987.0,74.0,662.3333333333334,1.2066666666666668,0.8505747126436781,3.724207347760443,0,0,0
80,3571,5.7,104.0,False,2,5311.0,82.0,2655.5,2.85,0.7884615384615384,1.543965354923743,1,0,0
81,4474,0.43,111.0,False,2,5741.0,88.0,2870.5,0.215,0.7927927927927928,1.532834001045114,0,0,0
82,3166,3.52,280.0,False,3,3825.0,230.0,1275.0,1.1733333333333333,0.8214285714285714,6.0130718954248366,0,1,0
83,676,0.32,257.0,True,4,4483.0,315.0,1120.75,0.08,1.2256809338521402,7.026544724514834,0,1,0
84,3337,2.16,329.0,False,4,8447.0,220.0,2111.75,0.54,0.668693009118541,2.6044749615248017,0,1,0
85,1623,2.7,167.0,False,1,1350.0,129.0,1350.0,2.7,0.7724550898203593,9.555555555555555,0,0,0
86,247,2.03,268.0,True,3,3477.0,287.0,1159.0,0.6766666666666666,1.0708955223880596,8.25424216278401,0,1,0
87,961,5.06,180.0,True,5,16878.0,240.0,3375.6,1.012,1.3333333333333333,1.4219694276573054,1,0,1
88,4996,2.55,213.0,False,1,1181.0,167.0,1181.0,2.55,0.784037558685446,14.140558848433532,0,1,0
89,2135,5.39,533.0,False,1,2370.0,349.0,2370.0,5.39,0.6547842401500938,14.725738396624472,1,1,0
90,1008,3.26,130.0,False,4,10395.0,122.0,2598.75,0.815,0.9384615384615385,1.1736411736411736,0,0,0
91,667,3.37,77.0,False,1,3771.0,91.0,3771.0,3.37,1.1818181818181819,2.413153009811721,0,0,0
92,3251,4.35,196.0,False,5,18092.0,160.0,3618.4,0.8699999999999999,0.8163265306122449,0.8843687817820032,0,0,1
93,3803,3.93,110.0,False,2,4114.0,80.0,2057.0,1.965,0.7272727272727273,1.9445794846864366,0,0,0
94,1765,3.28,110.0,False,5,10383.0,123.0,2076.6,0.6559999999999999,1.1181818181818182,1.1846287200231147,0,0,1
95,517,4.24,54.0,True,3,4272.0,136.0,1424.0,1.4133333333333333,2.5185185185185186,3.1835205992509366,0,0,0
96,1773,2.77,137.0,True,1,536.0,161.0,536.0,2.77,1.1751824817518248,30.037313432835823,0,0,0
97,3326,6.76,136.0,False,3,17799.0,157.0,5933.0,2.2533333333333334,1.1544117647058822,0.8820720265183437,1,0,0
98,569,3.76,295.0,True,1,2423.0,287.0,2423.0,3.76,0.9728813559322034,11.844820470491127,0,1,0
99,1338,4.58,170.0,True,2,5045.0,269.0,2522.5,2.29,1.5823529411764705,5.3320118929633304,0,0,0
100,10,0.5,95.0,False,5,4757.0,118.0,951.4,0.1,1.2421052631578948,2.4805549716207693,0,0,1
101,2360,0.14,147.0,False,5,13098.0,140.0,2619.6,0.028000000000000004,0.9523809523809523,1.0688654756451368,0,0,1
102,852,5.46,146.0,False,5,21251.0,167.0,4250.2,1.092,1.143835616438356,0.7858453719824949,1,0,1
103,999,0.66,185.0,False,3,7429.0,147.0,2476.3333333333335,0.22,0.7945945945945946,1.9787319962309868,0,0,0
104,565,6.99,109.0,False,1,2802.0,128.0,2802.0,6.99,1.1743119266055047,4.5681655960028555,1,0,0
105,3651,7.85,99.0,False,2,4793.0,123.0,2396.5,3.925,1.2424242424242424,2.566242436887127,1,0,0
106,2447,7.09,286.0,False,2,1376.0,234.0,688.0,3.545,0.8181818181818182,17.00581395348837,1,1,0
107,4741,4.39,263.0,False,1,286.0,205.0,286.0,4.39,0.779467680608365,71.67832167832168,0,1,0
108,1975,0.39,98.0,True,3,11499.0,228.0,3833.0,0.13,2.326530612244898,1.9827811114009912,0,0,0
109,1108,0.38,130.0,False,5,12965.0,94.0,2593.0,0.076,0.7230769230769231,0.7250289240262244,0,0,1
110,1020,0.8,142.0,False,4,5345.0,118.0,1336.25,0.2,0.8309859154929577,2.2076707202993453,0,0,0
111,4765,1.7,440.0,False,4,10970.0,315.0,2742.5,0.425,0.7159090909090909,2.871467639015497,0,1,0
112,2948,6.11,48.0,True,1,4866.0,185.0,4866.0,6.11,3.8541666666666665,3.8018906699547883,1,0,0
113,1626,2.34,154.0,False,1,1513.0,143.0,1513.0,2.34,0.9285714285714286,9.451421017845341,0,0,0
114,3270,7.27,200.0,True,5,15231.0,227.0,3046.2,1.454,1.135,1.4903814588667847,1,0,1
115,2789,1.99,93.0,False,5,26876.0,97.0,5375.2,0.398,1.043010752688172,0.3609168030956988,0,0,1
116,573,14.93,250.0,False,4,5424.0,181.0,1356.0,3.7325,0.724,3.3370206489675516,1,1,0
117,3507,8.62,428.0,True,2,5306.0,418.0,2653.0,4.31,0.9766355140186916,7.8778741047870335,1,1,0
118,595,2.2,87.0,False,5,8521.0,108.0,1704.2,0.44000000000000006,1.2413793103448276,1.2674568712592418,0,0,1
119,996,1.52,386.0,False,1,1445.0,248.0,1445.0,1.52,0.6424870466321243,17.162629757785467,0,1,0
120,3566,8.7,24.0,False,5,4699.0,83.0,939.8,1.7399999999999998,3.4583333333333335,1.7663332623962544,1,0,1
121,2223,1.2,157.0,False,4,8549.0,105.0,2137.25,0.3,0.6687898089171974,1.2282138261785005,0,0,0
122,1110,2.06,236.0,True,3,3875.0,263.0,1291.6666666666667,0.6866666666666666,1.1144067796610169,6.787096774193549,0,1,0
123,339,1.18,378.0,False,4,18567.0,275.0,4641.75,0.295,0.7275132275132276,1.4811224215005117,0,1,0
124,2968,3.93,147.0,True,2,1819.0,221.0,909.5,1.965,1.5034013605442176,12.149532710280374,0,0,0
125,3485,7.61,243.0,False,5,1241.0,222.0,248.2,1.522,0.9135802469135802,17.888799355358582,1,1,1
126,1015,2.27,144.0,False,3,5383.0,129.0,1794.3333333333333,0.7566666666666667,0.8958333333333334,2.3964332156789894,0,0,0
127,2083,6.55,234.0,True,5,17364.0,261.0,3472.8,1.31,1.1153846153846154,1.5031098825155493,1,1,1
128,1721,4.15,191.0,True,3,2058.0,222.0,686.0,1.3833333333333335,1.162303664921466,10.787172011661808,0,0,0
129,4458,1.14,217.0,False,5,25644.0,180.0,5128.8,0.22799999999999998,0.8294930875576036,0.7019185774450164,0,1,1
130,3954,2.12,122.0,False,1,3375.0,83.0,3375.0,2.12,0.680327868852459,2.4592592592592593,0,0,0
131,1369,0.75,43.0,False,3,3840.0,53.0,1280.0,0.25,1.2325581395348837,1.3802083333333333,0,0,0
132,2567,10.46,268.0,False,3,5018.0,250.0,1672.6666666666667,3.486666666666667,0.9328358208955224,4.982064567556796,1,1,0
133,4618,3.64,164.0,False,1,2397.0,176.0,2397.0,3.64,1.0731707317073171,7.342511472674176,0,0,0
134,1728,3.21,192.0,False,1,1762.0,178.0,1762.0,3.21,0.9270833333333334,10.102156640181612,0,0,0
135,705,3.57,266.0,True,3,7692.0,254.0,2564.0,1.19,0.9548872180451128,3.3021320852834117,0,1,0
136,1491,1.48,121.0,True,1,2048.0,206.0,2048.0,1.48,1.7024793388429753,10.05859375,0,0,0
137,3034,2.36,327.0,True,1,1200.0,335.0,1200.0,2.36,1.0244648318042813,27.916666666666668,0,1,0
138,4961,4.36,98.0,False,2,9285.0,153.0,4642.5,2.18,1.5612244897959184,1.6478190630048466,0,0,0
139,1539,0.56,213.0,False,4,4295.0,168.0,1073.75,0.14,0.7887323943661971,3.911525029103609,0,1,0
140,292,0.28,130.0,False,2,4044.0,103.0,2022.0,0.14,0.7923076923076923,2.546983184965381,0,0,0
141,908,1.95,175.0,True,4,2807.0,241.0,701.75,0.4875,1.3771428571428572,8.585678660491627,0,0,0
142,2062,1.68,77.0,False,5,8034.0,36.0,1606.8,0.33599999999999997,0.4675324675324675,0.4480955937266617,0,0,1
143,469,7.96,128.0,False,5,7132.0,148.0,1426.4,1.592,1.15625,2.075154234436343,1,0,1
144,174,1.48,152.0,False,2,8518.0,105.0,4259.0,0.74,0.6907894736842105,1.232683728574783,0,0,0
145,3278,4.44,113.0,False,5,7927.0,113.0,1585.4,0.8880000000000001,1.0,1.4255077582944369,0,0,1
146,4121,1.68,130.0,False,1,5432.0,67.0,5432.0,1.68,0.5153846153846153,1.2334315169366716,0,0,0
147,1165,4.24,89.0,False,1,2161.0,73.0,2161.0,4.24,0.8202247191011236,3.3780657103192966,0,0,0
148,2613,3.69,218.0,False,4,7096.0,165.0,1774.0,0.9225,0.7568807339449541,2.3252536640360764,0,1,0
149,2864,9.37,321.0,False,2,6939.0,286.0,3469.5,4.685,0.8909657320872274,4.121631358985445,1,1,0
150,3338,1.35,164.0,False,4,16523.0,122.0,4130.75,0.3375,0.7439024390243902,0.738364703746293,0,0,0
151,4897,1.35,69.0,True,5,8031.0,184.0,1606.2,0.27,2.6666666666666665,2.291121902627319,0,0,1
152,4426,16.56,45.0,False,1,1575.0,122.0,1575.0,16.56,2.7111111111111112,7.746031746031747,1,0,0
153,1579,7.42,86.0,False,4,10582.0,124.0,2645.5,1.855,1.441860465116279,1.1718011718011718,1,0,0
154,4878,2.09,82.0,True,1,791.0,150.0,791.0,2.09,1.829268292682927,18.963337547408344,0,0,0
155,174,1.42,168.0,False,2,7223.0,136.0,3611.5,0.71,0.8095238095238095,1.8828741520143983,0,0,0
156,4809,1.24,224.0,False,4,2495.0,182.0,623.75,0.31,0.8125,7.2945891783567145,0,1,0
157,714,7.19,39.0,True,2,7990.0,199.0,3995.0,3.595,5.102564102564102,2.490613266583229,1,0,0
158,569,1.8,289.0,False,4,5352.0,194.0,1338.0,0.45,0.671280276816609,3.624813153961136,0,1,0
159,596,1.52,106.0,True,5,15598.0,222.0,3119.6,0.304,2.0943396226415096,1.4232593922297732,0,0,1
160,610,1.48,78.0,True,4,8574.0,173.0,2143.5,0.37,2.217948717948718,2.0177280149288546,0,0,0
161,2316,4.95,79.0,False,5,2818.0,124.0,563.6,0.99,1.5696202531645569,4.4002838892831795,0,0,1
162,3200,2.63,260.0,True,5,21234.0,295.0,4246.8,0.526,1.1346153846153846,1.3892813412451728,0,1,1
163,3723,7.36,92.0,False,1,2007.0,156.0,2007.0,7.36,1.6956521739130435,7.772795216741405,1,0,0
164,79,12.0,146.0,False,4,6210.0,141.0,1552.5,3.0,0.9657534246575342,2.2705314009661834,1,0,0
165,1482,3.7,433.0,False,2,5845.0,311.0,2922.5,1.85,0.7182448036951501,5.320786997433704,0,1,0
166,661,4.0,137.0,False,3,5756.0,129.0,1918.6666666666667,1.3333333333333333,0.9416058394160584,2.241139680333565,0,0,0
167,729,2.51,153.0,False,5,16753.0,163.0,3350.6,0.502,1.065359477124183,0.9729600668536978,0,0,1
168,3732,3.57,115.0,True,1,2500.0,196.0,2500.0,3.57,1.7043478260869565,7.84,0,0,0
169,3203,0.42,192.0,False,1,2828.0,137.0,2828.0,0.42,0.7135416666666666,4.844413012729844,0,0,0
170,1049,4.29,192.0,True,4,16808.0,314.0,4202.0,1.0725,1.6354166666666667,1.8681580199904808,0,0,0
171,1505,6.25,295.0,True,2,2320.0,318.0,1160.0,3.125,1.0779661016949154,13.706896551724137,1,1,0
172,4624,1.16,189.0,False,3,4078.0,178.0,1359.3333333333333,0.38666666666666666,0.9417989417989417,4.364884747425209,0,0,0
173,2875,10.62,306.0,False,4,31730.0,215.0,7932.5,2.655,0.7026143790849673,0.6775921840529467,1,1,0
174,1194,1.99,262.0,True,2,3511.0,300.0,1755.5,0.995,1.1450381679389312,8.54457419538593,0,1,0
175,4668,8.72,97.0,False,5,9615.0,131.0,1923.0,1.7440000000000002,1.3505154639175259,1.3624544981799274,1,0,1
176,993,5.29,170.0,False,5,5827.0,144.0,1165.4,1.058,0.8470588235294118,2.4712545048910246,1,0,1
177,1456,1.03,81.0,False,4,12725.0,60.0,3181.25,0.2575,0.7407407407407407,0.4715127701375246,0,0,0
178,3463,7.07,214.0,False,1,1570.0,151.0,1570.0,7.07,0.705607476635514,9.61783439490446,1,1,0
179,2562,3.24,14.0,False,3,11251.0,41.0,3750.3333333333335,1.08,2.9285714285714284,0.36441205226202117,0,0,0
180,346,4.62,470.0,False,5,16479.0,309.0,3295.8,0.924,0.6574468085106383,1.8751137811760423,0,1,1
181,4034,2.57,99.0,True,2,5158.0,183.0,2579.0,1.285,1.8484848484848484,3.5478867778208607,0,0,0
182,1140,2.9,100.0,False,4,6981.0,118.0,1745.25,0.725,1.18,1.6903022489614667,0,0,0
183,3458,0.57,184.0,True,5,12374.0,250.0,2474.8,0.11399999999999999,1.358695652173913,2.0203652820429934,0,0,1
184,1671,4.89,61.0,False,2,3628.0,115.0,1814.0,2.445,1.8852459016393444,3.169790518191841,0,0,0
185,3757,3.17,76.0,False,2,6201.0,137.0,3100.5,1.585,1.8026315789473684,2.2093210772456056,0,0,0
186,4490,4.03,145.0,False,5,15170.0,167.0,3034.0,0.806,1.1517241379310346,1.1008569545154911,0,0,1
187,3862,4.72,67.0,False,1,4645.0,82.0,4645.0,4.72,1.2238805970149254,1.7653390742734123,0,0,0
188,4605,4.46,106.0,False,2,6432.0,107.0,3216.0,2.23,1.009433962264151,1.6635572139303483,0,0,0
189,2699,5.04,27.0,False,1,3149.0,104.0,3149.0,5.04,3.8518518518518516,3.302635757383296,1,0,0
190,325,0.55,264.0,False,4,13337.0,187.0,3334.25,0.1375,0.7083333333333334,1.4021144185349028,0,1,0
191,2680,2.62,372.0,True,1,934.0,340.0,934.0,2.62,0.9139784946236559,36.402569593147746,0,1,0
192,2306,1.01,340.0,False,3,6126.0,297.0,2042.0,0.33666666666666667,0.8735294117647059,4.84818805093046,0,1,0
193,3594,0.16,142.0,False,5,25796.0,100.0,5159.2,0.032,0.704225352112676,0.3876570010854396,0,0,1
194,1243,4.56,197.0,False,4,3417.0,165.0,854.25,1.14,0.8375634517766497,4.8287971905179985,0,0,0
195,3488,11.84,257.0,False,2,2177.0,187.0,1088.5,5.92,0.7276264591439688,8.589802480477722,1,1,0
196,2208,0.2,74.0,False,1,6944.0,39.0,6944.0,0.2,0.527027027027027,0.5616359447004609,0,0,0
197,3350,4.91,191.0,True,3,3090.0,213.0,1030.0,1.6366666666666667,1.1151832460732984,6.893203883495145,0,0,0
198,2098,2.38,157.0,False,2,725.0,124.0,362.5,1.19,0.7898089171974523,17.103448275862068,0,0,0
199,1910,2.92,93.0,False,5,10283.0,74.0,2056.6,0.584,0.7956989247311828,0.719634347952932,0,0,1
200,1071,4.79,177.0,False,5,8216.0,176.0,1643.2,0.958,0.9943502824858758,2.142161635832522,0,0,1
201,4142,4.3,58.0,False,2,7214.0,83.0,3607.0,2.15,1.4310344827586208,1.1505406154699196,0,0,0
202,343,2.56,102.0,False,3,730.0,98.0,243.33333333333334,0.8533333333333334,0.9607843137254902,13.424657534246576,0,0,0
203,1181,1.99,224.0,False,1,2608.0,146.0,2608.0,1.99,0.6517857142857143,5.598159509202454,0,1,0
204,2133,4.34,116.0,False,3,7393.0,163.0,2464.3333333333335,1.4466666666666665,1.4051724137931034,2.2047883132693085,0,0,0
205,778,0.29,160.0,False,2,10092.0,160.0,5046.0,0.145,1.0,1.5854141894569955,0,0,0
206,4583,4.76,181.0,False,5,6051.0,153.0,1210.2,0.952,0.8453038674033149,2.528507684680218,0,0,1
207,1725,2.39,193.0,False,1,3796.0,169.0,3796.0,2.39,0.8756476683937824,4.4520547945205475,0,0,0
208,1211,8.15,188.0,False,3,8686.0,132.0,2895.3333333333335,2.716666666666667,0.7021276595744681,1.5196868524061709,1,0,0
209,1269,3.12,138.0,True,3,8442.0,220.0,2814.0,1.04,1.5942028985507246,2.6060175313906657,0,0,0
210,958,7.86,501.0,False,1,2874.0,360.0,2874.0,7.86,0.718562874251497,12.526096033402922,1,1,0
211,3315,1.3,111.0,False,1,4397.0,70.0,4397.0,1.3,0.6306306306306306,1.591994541733,0,0,0
212,2406,1.19,382.0,False,3,2285.0,246.0,761.6666666666666,0.39666666666666667,0.643979057591623,10.76586433260394,0,1,0
213,1155,1.63,260.0,False,4,22529.0,190.0,5632.25,0.4075,0.7307692307692307,0.8433574503972658,0,1,0
214,4366,9.17,91.0,False,3,6651.0,110.0,2217.0,3.0566666666666666,1.2087912087912087,1.653886633588934,1,0,0
215,3282,3.02,132.0,False,5,11611.0,79.0,2322.2,0.604,0.5984848484848485,0.6803892860218758,0,0,1
216,2014,1.92,146.0,False,5,17762.0,187.0,3552.4,0.384,1.2808219178082192,1.052809368314379,0,0,1
217,2566,4.28,34.0,False,2,6870.0,89.0,3435.0,2.14,2.6176470588235294,1.2954876273653566,0,0,0
218,3281,1.72,105.0,False,2,9986.0,78.0,4993.0,0.86,0.7428571428571429,0.7810935309433207,0,0,0
219,762,4.24,390.0,True,1,1120.0,352.0,1120.0,4.24,0.9025641025641026,31.428571428571427,0,1,0
220,4041,3.01,119.0,False,3,7434.0,61.0,2478.0,1.0033333333333332,0.5126050420168067,0.8205542103847189,0,0,0
221,1291,1.86,205.0,False,2,7608.0,182.0,3804.0,0.93,0.8878048780487805,2.392218717139853,0,1,0
222,147,3.15,182.0,True,1,3051.0,220.0,3051.0,3.15,1.2087912087912087,7.210750573582432,0,0,0
223,2608,3.15,243.0,False,2,6106.0,202.0,3053.0,1.575,0.831275720164609,3.3082214215525716,0,1,0
224,4382,5.84,65.0,False,2,5685.0,91.0,2842.5,2.92,1.4,1.600703605980651,1,0,0
225,3665,0.96,191.0,False,2,9729.0,112.0,4864.5,0.48,0.5863874345549738,1.15119745091993,0,0,0
226,1542,2.14,254.0,False,5,9086.0,191.0,1817.2,0.42800000000000005,0.7519685039370079,2.1021351529826107,0,1,1
227,1991,3.75,63.0,False,5,22012.0,77.0,4402.4,0.75,1.2222222222222223,0.3498091949845539,0,0,1
228,2979,1.55,134.0,True,5,4150.0,211.0,830.0,0.31,1.5746268656716418,5.0843373493975905,0,0,1
229,1164,2.72,67.0,False,2,2099.0,103.0,1049.5,1.36,1.537313432835821,4.90709861838971,0,0,0
230,4100,1.83,257.0,True,4,13543.0,234.0,3385.75,0.4575,0.9105058365758755,1.727829875212287,0,1,0
231,1475,2.31,104.0,True,4,19153.0,169.0,4788.25,0.5775,1.625,0.8823682973946639,0,0,0
232,1083,1.2,133.0,False,4,5550.0,72.0,1387.5,0.3,0.5413533834586466,1.2972972972972971,0,0,0
