order_id,user_id,weight_kg,distance_km,express_flag,quantity,price,shipping_cost
257,4301,3.48,274.0,False,5,9677.0,232.0
258,195,6.1,70.0,False,3,7342.0,96.0
259,3903,3.89,150.0,False,2,3774.0,143.0
260,4581,3.45,184.0,False,5,14512.0,156.0
261,4971,0.58,188.0,True,3,1933.0,261.0
262,3305,0.83,282.0,False,1,3464.0,233.0
263,1569,0.82,186.0,False,5,9423.0,138.0
264,726,2.35,183.0,False,1,1135.0,149.0
265,4724,7.62,147.0,True,5,23064.0,238.0
266,2062,10.34,163.0,False,5,14106.0,132.0
267,1718,8.33,132.0,True,2,3312.0,178.0
268,3669,8.58,74.0,False,5,7357.0,85.0
269,3575,1.39,226.0,False,1,987.0,132.0
270,4046,3.15,13.0,False,4,9331.0,-6.0
271,4413,1.22,170.0,False,1,977.0,131.0
272,4385,4.11,208.0,False,2,2343.0,180.0
273,853,2.37,356.0,False,1,589.0,237.0
274,848,0.6,399.0,False,1,2749.0,211.0
275,1028,4.51,216.0,False,1,1006.0,173.0
276,3136,1.68,115.0,False,1,2953.0,153.0
277,2904,2.9,167.0,False,5,24805.0,157.0
278,4286,2.01,174.0,False,1,4346.0,159.0
279,4219,4.97,318.0,False,1,1813.0,246.0
280,4066,3.55,104.0,False,2,6292.0,102.0
281,394,3.12,166.0,True,2,5303.0,236.0
282,3478,8.13,87.0,True,5,22746.0,252.0
283,4254,2.13,221.0,False,2,4312.0,202.0
284,4911,4.31,128.0,False,2,3469.0,133.0
285,1715,2.2,50.0,True,5,6879.0,173.0
286,3883,15.16,103.0,False,4,1998.0,100.0
287,2031,6.92,420.0,False,3,3211.0,249.0
288,803,9.94,96.0,False,1,1997.0,72.0
289,1699,3.47,138.0,False,2,3392.0,141.0
290,1256,7.13,254.0,False,5,9721.0,253.0
291,4557,1.11,20.0,False,3,7933.0,50.0
292,878,0.94,51.0,False,1,3669.0,104.0
293,653,2.64,158.0,True,1,7048.0,215.0
294,2898,4.02,406.0,True,3,7696.0,364.0
295,2871,7.66,240.0,False,1,2022.0,192.0
296,2805,3.26,96.0,True,4,17859.0,206.0
297,740,2.62,56.0,False,4,8243.0,77.0
298,2492,5.69,99.0,False,5,4712.0,114.0
299,4642,9.57,146.0,False,3,5932.0,204.0
300,449,5.97,269.0,False,1,2267.0,182.0
301,3989,4.54,149.0,False,3,2211.0,127.0
302,628,7.09,73.0,False,2,4425.0,59.0
303,1169,6.7,351.0,True,5,6397.0,338.0
304,4490,5.99,301.0,False,5,9142.0,246.0
305,1488,6.82,340.0,False,3,5753.0,252.0
306,2612,4.11,147.0,True,4,19715.0,208.0
307,1907,10.92,62.0,False,1,4311.0,104.0
308,3071,0.96,408.0,False,5,6355.0,216.0
309,2027,5.13,216.0,False,1,1364.0,172.0
310,2219,1.79,210.0,False,5,16889.0,170.0
311,4086,3.81,215.0,False,1,1788.0,175.0
312,2770,1.03,130.0,False,4,5101.0,140.0
313,2822,2.31,185.0,True,1,2831.0,220.0
314,4027,2.58,89.0,False,4,17236.0,39.0
315,2139,4.69,344.0,True,1,596.0,312.0
316,4117,2.14,47.0,True,5,19917.0,135.0
317,3597,2.76,304.0,False,3,3952.0,210.0
318,4418,5.87,100.0,True,1,2997.0,194.0
319,2289,7.78,244.0,True,2,2891.0,284.0
320,2793,2.49,245.0,False,4,13809.0,141.0
321,641,8.64,252.0,True,2,7222.0,312.0
322,556,5.59,188.0,True,5,7119.0,231.0
323,537,8.56,237.0,False,5,4306.0,218.0
324,3165,3.62,109.0,False,3,5682.0,145.0
325,1629,2.72,263.0,False,3,14202.0,178.0
326,1444,3.2,175.0,True,2,3927.0,232.0
327,3014,4.59,103.0,True,2,2279.0,198.0
328,1991,3.56,197.0,False,5,18467.0,160.0
329,674,3.64,117.0,False,3,7703.0,150.0
330,2787,5.55,223.0,False,5,6055.0,169.0
331,2750,2.17,139.0,False,5,10821.0,115.0
332,698,3.92,154.0,True,1,793.0,239.0
333,1348,1.02,274.0,False,3,3985.0,197.0
334,1186,3.35,183.0,False,1,4424.0,181.0
335,3477,2.54,337.0,True,5,8396.0,339.0
336,1245,2.62,41.0,False,4,2459.0,46.0
337,141,1.25,200.0,False,4,10182.0,154.0
338,1333,2.07,39.0,True,4,8494.0,152.0
339,2345,4.69,59.0,False,1,1876.0,96.0
340,3846,1.52,26.0,True,2,1014.0,191.0
341,261,0.53,362.0,True,4,15483.0,282.0
342,4406,5.19,174.0,True,4,3665.0,245.0
343,1652,12.74,42.0,False,4,4942.0,76.0
344,1713,1.96,191.0,False,2,4891.0,159.0
345,77,10.77,264.0,False,1,1287.0,239.0
346,1381,0.46,250.0,False,2,12043.0,146.0
347,2345,4.97,32.0,False,4,10941.0,66.0
348,3130,1.79,271.0,False,1,1839.0,205.0
349,3835,12.53,300.0,True,3,6206.0,326.0
350,2613,2.96,322.0,True,2,2911.0,342.0
351,501,2.08,123.0,True,1,1404.0,182.0
352,1957,0.08,225.0,False,3,3796.0,177.0
353,3676,6.17,45.0,False,1,3299.0,95.0
354,3197,5.89,272.0,False,3,3528.0,155.0
355,2920,8.35,322.0,False,2,8668.0,232.0
356,2541,4.1,43.0,False,4,4379.0,97.0
357,2523,2.71,402.0,False,3,6709.0,311.0
358,4965,7.37,160.0,False,4,15238.0,150.0
359,2997,2.32,101.0,False,5,10100.0,146.0
360,2985,0.93,137.0,True,4,8361.0,201.0
361,1679,4.85,228.0,False,3,5404.0,164.0
362,2450,6.79,135.0,False,4,4262.0,147.0
363,3551,0.74,110.0,False,3,1696.0,93.0
364,4290,3.87,75.0,True,1,5457.0,194.0
365,3898,6.19,74.0,False,2,14263.0,69.0
366,3311,2.16,123.0,False,1,1949.0,141.0
367,3891,10.67,87.0,False,4,4661.0,116.0
368,164,1.96,68.0,False,2,2831.0,85.0
369,1347,1.96,143.0,True,4,9301.0,227.0
370,1215,2.35,263.0,False,1,2011.0,161.0
371,3269,1.44,64.0,True,2,4819.0,143.0
372,3766,1.96,215.0,True,1,694.0,225.0
373,740,3.77,139.0,False,2,3945.0,137.0
374,964,1.62,236.0,False,2,6566.0,159.0
375,2477,5.22,195.0,False,3,10101.0,192.0
376,4841,0.82,96.0,True,5,7783.0,162.0
377,13,1.64,207.0,False,1,2534.0,162.0
378,4397,10.81,195.0,False,1,1074.0,189.0
379,967,1.91,271.0,False,2,10647.0,187.0
380,1342,3.32,149.0,False,1,3564.0,122.0
381,3158,3.54,307.0,False,2,2900.0,198.0
382,3643,1.33,170.0,False,1,3394.0,145.0
383,4371,1.76,74.0,True,5,10980.0,200.0
384,27,4.43,347.0,True,1,2225.0,311.0
385,245,1.92,97.0,False,5,22648.0,126.0
386,2391,1.83,179.0,False,2,5519.0,182.0
387,2792,1.75,90.0,False,4,3647.0,70.0
388,1304,8.26,79.0,False,2,4967.0,83.0
389,3183,7.14,230.0,True,4,10708.0,227.0
390,1326,3.82,61.0,False,2,2437.0,78.0
391,4661,2.91,148.0,False,4,10895.0,126.0
392,887,3.66,173.0,False,4,8749.0,126.0
393,3275,4.66,373.0,False,3,8605.0,236.0
394,2651,4.69,145.0,True,1,2527.0,274.0
395,515,1.94,185.0,False,4,2808.0,108.0
396,3024,2.48,195.0,False,4,25105.0,166.0
397,733,2.28,310.0,True,3,6918.0,310.0
398,2697,4.07,108.0,False,3,12823.0,136.0
399,3178,7.99,264.0,False,1,894.0,215.0
400,360,3.34,59.0,False,3,7544.0,70.0
401,1078,3.58,78.0,False,2,3978.0,68.0
402,1478,1.62,170.0,False,4,16312.0,153.0
403,4641,0.69,161.0,False,3,7175.0,103.0
404,1105,2.42,192.0,False,2,1509.0,186.0
405,4603,5.39,178.0,False,5,13921.0,166.0
406,2669,1.66,223.0,False,3,8184.0,187.0
407,4743,0.54,134.0,False,1,2793.0,114.0
408,4156,4.82,371.0,False,2,4291.0,297.0
409,1464,4.45,188.0,False,3,4596.0,162.0
410,2798,2.01,79.0,False,5,10684.0,64.0
411,3584,1.81,110.0,True,3,5037.0,174.0
412,391,2.58,93.0,False,4,9344.0,61.0
413,3315,2.14,187.0,False,2,7537.0,170.0
414,2298,9.38,58.0,False,5,21282.0,119.0
415,178,2.52,213.0,False,1,3398.0,168.0
416,4335,4.22,66.0,False,1,4338.0,111.0
417,1327,2.84,204.0,True,4,14428.0,296.0
418,4370,4.33,255.0,False,5,9627.0,182.0
419,1033,2.06,238.0,False,5,14729.0,180.0
420,2708,2.0,105.0,False,2,7785.0,81.0
421,1854,3.32,416.0,False,4,17399.0,249.0
422,4464,1.78,140.0,False,5,4584.0,158.0
423,4765,2.42,62.0,False,3,1348.0,86.0
424,3850,5.23,300.0,False,1,2604.0,227.0
425,4228,7.31,145.0,True,2,3729.0,229.0
426,3844,11.47,145.0,True,3,11523.0,231.0
427,1467,4.94,105.0,False,1,2699.0,139.0
428,4601,4.07,140.0,False,1,1242.0,129.0
429,2650,1.47,281.0,False,2,6013.0,196.0
430,1717,6.74,265.0,False,3,3150.0,208.0
431,961,9.1,261.0,False,4,5292.0,230.0
432,3548,2.33,263.0,False,5,11160.0,199.0
433,1387,10.84,180.0,False,5,9678.0,198.0
434,3263,7.23,125.0,False,4,10471.0,152.0
435,325,4.98,111.0,False,1,5355.0,89.0
436,3174,2.9,115.0,False,2,3244.0,142.0
437,3213,1.07,204.0,False,4,19835.0,108.0
438,2623,9.4,136.0,False,5,27077.0,172.0
439,3284,0.96,175.0,False,5,7036.0,148.0
440,4968,9.7,216.0,False,4,5919.0,186.0
441,4192,10.43,151.0,False,2,6636.0,159.0
442,2197,1.49,187.0,False,4,11777.0,115.0
443,4357,0.95,56.0,False,4,6814.0,55.0
444,4772,2.27,22.0,False,3,19043.0,17.0
445,800,3.06,261.0,False,5,12826.0,208.0
446,1794,2.11,45.0,False,4,9353.0,53.0
447,3715,2.24,93.0,False,5,3277.0,105.0
448,2574,3.16,81.0,True,3,11655.0,223.0
449,673,9.17,83.0,False,3,3162.0,95.0
450,2362,2.85,230.0,False,2,5588.0,166.0
451,1868,5.28,138.0,True,5,12288.0,247.0
452,3694,1.11,136.0,False,2,4821.0,95.0
453,2577,3.5,152.0,False,2,8138.0,114.0
454,699,2.42,114.0,False,1,2520.0,106.0
455,247,5.15,73.0,False,2,2099.0,92.0
456,1436,1.03,221.0,False,4,8860.0,154.0
457,783,7.79,76.0,True,4,10424.0,163.0
458,4381,2.34,35.0,True,4,3122.0,166.0
459,1355,1.71,260.0,False,2,5027.0,201.0
460,3172,10.36,190.0,False,1,1706.0,157.0
461,637,3.95,372.0,False,4,11056.0,258.0
462,2208,3.1,102.0,True,3,4584.0,213.0
463,4670,1.02,150.0,False,3,1575.0,142.0
464,3217,1.48,171.0,False,3,7864.0,130.0
465,1441,1.06,114.0,False,1,2356.0,128.0
466,3738,3.32,42.0,False,5,14879.0,130.0
467,2505,7.16,303.0,False,1,3318.0,223.0
468,1175,4.19,219.0,True,2,1023.0,258.0
469,4982,3.48,104.0,True,3,17137.0,222.0
470,4687,3.16,446.0,False,1,3837.0,264.0
471,2833,5.99,385.0,False,2,4876.0,306.0
472,165,2.73,206.0,False,4,6932.0,181.0
473,2057,0.81,69.0,False,4,15485.0,61.0
474,2569,6.62,305.0,False,3,4778.0,261.0
475,4648,1.25,99.0,True,2,3503.0,226.0
476,3664,0.7,462.0,False,3,6173.0,272.0
477,1112,4.05,139.0,False,3,7895.0,114.0
478,2550,0.43,81.0,True,1,2617.0,185.0
479,897,3.21,318.0,True,1,1489.0,314.0
480,2369,3.67,72.0,False,5,14824.0,97.0
481,2676,4.55,132.0,False,3,6170.0,106.0
482,2548,4.21,346.0,False,1,7851.0,248.0
483,2136,0.96,213.0,False,3,10121.0,175.0
484,2186,6.0,347.0,False,5,4499.0,278.0
485,3984,3.13,202.0,False,2,4489.0,109.0
486,2529,2.39,80.0,True,1,3948.0,158.0
487,210,1.03,250.0,False,2,21054.0,194.0
488,3704,6.9,287.0,True,2,2406.0,280.0
489,3088,6.43,220.0,False,1,2099.0,160.0
490,3478,2.11,77.0,False,2,11139.0,87.0
491,3553,4.56,78.0,False,2,6988.0,86.0
492,865,5.4,283.0,False,4,4874.0,236.0
493,4859,2.61,39.0,False,5,15853.0,109.0
494,4951,6.49,49.0,True,3,13651.0,190.0
495,728,6.72,286.0,True,5,15228.0,315.0
496,1094,0.58,53.0,False,2,4301.0,87.0
497,1231,5.26,185.0,False,3,4779.0,157.0
498,4832,2.15,207.0,False,5,1878.0,172.0
499,4662,1.56,175.0,False,3,6648.0,141.0
500,1325,0.44,104.0,False,5,5093.0,93.0
501,3153,3.46,118.0,False,5,7855.0,85.0
502,1217,2.55,209.0,False,2,9122.0,171.0
503,190,2.06,11.0,False,4,9709.0,35.0
504,1151,5.51,149.0,True,1,1845.0,213.0
505,386,20.02,406.0,False,3,5581.0,401.0
506,4238,4.6,55.0,True,2,3447.0,172.0
507,3927,2.54,173.0,False,4,13004.0,150.0
508,921,6.63,219.0,False,2,4544.0,210.0
509,2837,1.33,332.0,False,5,10432.0,212.0
510,1025,2.17,422.0,False,2,4075.0,253.0
511,2827,3.64,203.0,False,2,6280.0,120.0
512,4479,3.67,126.0,False,5,5808.0,91.0
513,4399,6.13,101.0,False,4,8229.0,144.0
514,4165,8.95,333.0,True,3,7569.0,316.0
515,1205,6.03,259.0,False,5,7638.0,175.0
516,953,9.01,49.0,False,4,13460.0,47.0
517,802,9.29,548.0,False,4,12519.0,369.0
518,635,4.04,195.0,False,2,4135.0,131.0
519,3069,2.89,188.0,False,1,2324.0,128.0
520,3292,5.12,67.0,False,3,6304.0,100.0
521,4412,0.66,49.0,False,5,12619.0,89.0
522,451,6.11,127.0,False,3,3550.0,53.0
523,1326,5.58,152.0,True,4,9494.0,247.0
524,3639,1.28,176.0,False,4,12706.0,120.0
525,3406,8.41,110.0,False,3,3516.0,114.0
526,2137,6.88,106.0,False,2,1315.0,96.0
527,761,4.91,115.0,True,3,4680.0,215.0
528,2421,2.86,363.0,True,5,6296.0,327.0
529,859,8.62,272.0,False,1,604.0,222.0
530,2677,0.72,467.0,False,1,784.0,283.0
531,4507,3.12,71.0,False,1,1952.0,59.0
532,978,5.3,493.0,False,4,22254.0,367.0
533,589,7.34,130.0,False,2,5501.0,131.0
534,3688,6.75,188.0,False,4,17061.0,185.0
535,121,1.19,237.0,False,5,9624.0,137.0
536,4917,4.52,122.0,False,1,1860.0,140.0
537,3874,3.71,81.0,False,1,1278.0,116.0
538,2016,0.6,291.0,False,2,2517.0,221.0
539,1812,1.09,175.0,False,5,8976.0,120.0
