user_id,signup_date,city,age
235,2024-12-20,Karachi,35.0
236,2024-10-25,Lahore,39.0
237,2024-03-08,Karachi,34.0
238,2023-11-05,Islamabad,39.0
239,2024-09-19,Karachi,40.0
240,2023-05-21,Lahore,34.0
241,2024-08-07,Multan,31.0
242,2023-04-05,Lahore,47.0
243,2024-10-11,Islamabad,29.0
244,2024-09-20,Karachi,37.0
245,2023-03-26,Islamabad,37.0
246,2025-01-27,Lahore,28.0
247,2024-02-20,Lahore,26.0
248,2025-02-25,Karachi,30.0
249,2023-02-11,Lahore,29.0
250,2023-06-29,Lahore,20.0
251,2024-05-08,Islamabad,27.0
252,2023-07-08,Multan,35.0
253,2023-11-26,Lahore,44.0
254,2024-10-22,Multan,38.0
255,2023-05-25,Islamabad,18.0
256,2024-11-08,Multan,39.0
257,2023-04-14,Islamabad,28.0
258,2023-06-25,Islamabad,37.0
259,2024-08-10,Karachi,33.0
260,2025-03-04,Islamabad,31.0
261,2023-06-20,Multan,32.0
262,2023-10-27,Lahore,33.0
263,2025-07-14,Karachi,45.0
264,2025-09-16,Lahore,33.0
265,2024-08-04,Quetta,43.0
266,2024-03-23,Karachi,41.0
267,2023-12-13,Islamabad,39.0
268,2024-09-04,Multan,18.0
269,2024-08-13,Quetta,43.0
270,2023-10-22,Lahore,29.0
271,2023-01-23,Islamabad,39.0
272,2023-06-01,Multan,24.0
273,2025-08-16,Lahore,22.0
274,2024-02-23,Islamabad,51.0
275,2024-04-27,Karachi,24.0
276,2024-04-12,Islamabad,43.0
277,2025-02-21,Karachi,34.0
278,2023-03-06,Lahore,29.0
279,2023-03-24,Lahore,33.0
280,2023-10-03,Lahore,21.0
281,2024-05-01,Lahore,33.0
282,2024-11-02,Islamabad,23.0
283,2024-05-05,Karachi,29.0
284,2024-03-17,Lahore,41.0
285,2025-07-26,Islamabad,35.0
286,2023-06-11,Islamabad,20.0
287,2024-07-25,Karachi,41.0
288,2024-06-26,Quetta,33.0
289,2024-04-18,Karachi,28.0
290,2025-03-18,Multan,40.0
291,2023-09-24,Lahore,31.0
292,2025-08-11,Islamabad,23.0
293,2023-11-28,Quetta,50.0
294,2024-06-29,Multan,33.0
295,2024-06-04,Karachi,32.0
296,2025-04-29,Islamabad,29.0
297,2024-03-14,Karachi,44.0
298,2023-10-12,Islamabad,28.0
299,2023-01-22,Islamabad,19.0
300,2023-12-30,Quetta,27.0
301,2025-04-06,Karachi,45.0
302,2023-01-10,Lahore,40.0
303,2025-06-15,Karachi,31.0
304,2024-06-26,Lahore,45.0
305,2023-05-21,Lahore,40.0
306,2023-10-30,Karachi,31.0
307,2024-07-08,Islamabad,32.0
308,2023-11-12,Lahore,36.0
309,2023-04-19,Lahore,26.0
310,2024-10-27,Lahore,33.0
311,2024-11-03,Multan,36.0
312,2023-04-29,Islamabad,18.0
313,2023-10-09,Lahore,31.0
314,2023-09-01,Lahore,30.0
315,2024-10-21,Karachi,42.0
316,2024-12-31,Lahore,18.0
317,2024-12-27,Karachi,30.0
318,2025-07-27,Karachi,29.0
319,2025-02-07,Quetta,42.0
320,2023-11-17,Lahore,33.0
321,2023-04-18,Islamabad,49.0
322,2024-09-06,Lahore,39.0
323,2025-07-05,Quetta,29.0
324,2025-09-02,Quetta,35.0
325,2023-08-19,Islamabad,30.0
326,2023-08-25,Karachi,41.0
327,2023-02-07,Lahore,21.0
328,2023-05-22,Multan,26.0
329,2024-07-08,Islamabad,37.0
330,2024-06-30,Lahore,44.0
331,2024-01-06,Karachi,18.0
332,2023-11-06,Karachi,45.0
333,2025-04-09,Multan,32.0
334,2024-04-05,Islamabad,18.0
335,2025-03-19,Islamabad,18.0
336,2025-08-21,Islamabad,19.0
337,2023-11-14,Lahore,33.0
338,2023-07-22,Karachi,32.0
339,2025-08-10,Lahore,39.0
340,2024-09-26,Islamabad,28.0
341,2023-10-18,Karachi,23.0
342,2024-09-13,Karachi,29.0
343,2024-05-30,Lahore,33.0
344,2025-06-24,Lahore,35.0
345,2023-09-13,Karachi,26.0
346,2025-09-18,Lahore,41.0
347,2025-07-25,Lahore,27.0
348,2023-06-30,Islamabad,25.0
349,2023-06-14,Karachi,28.0
350,2024-06-17,Karachi,43.0
351,2023-02-14,Karachi,32.0
352,2023-10-26,Multan,27.0
353,2024-03-11,Karachi,41.0
354,2025-08-27,Islamabad,52.0
355,2025-09-19,Quetta,35.0
356,2023-06-01,Islamabad,44.0
357,2025-06-10,Karachi,42.0
358,2023-04-01,Islamabad,28.0
359,2025-01-18,Karachi,33.0
360,2025-04-25,Karachi,21.0
361,2025-06-09,Karachi,31.0
362,2023-08-12,Karachi,27.0
363,2025-06-12,Lahore,29.0
364,2023-04-26,Karachi,26.0
365,2024-06-02,Lahore,30.0
366,2024-04-14,Karachi,38.0
367,2023-11-12,Karachi,32.0
368,2023-01-23,Quetta,18.0
369,2025-02-11,Lahore,26.0
370,2023-12-02,Islamabad,19.0
371,2024-10-23,Karachi,35.0
372,2024-02-15,Lahore,38.0
373,2024-01-09,Lahore,35.0
374,2025-06-05,Lahore,26.0
375,2023-04-05,Lahore,35.0
376,2025-01-06,Lahore,29.0
377,2025-01-16,Karachi,23.0
378,2024-01-15,Karachi,40.0
379,2023-09-20,Lahore,40.0
380,2023-01-06,Lahore,42.0
381,2025-07-25,Lahore,28.0
382,2025-08-05,Karachi,44.0
383,2023-08-29,Karachi,29.0
384,2023-02-01,Karachi,39.0
385,2023-05-03,Lahore,28.0
386,2023-03-09,Lahore,31.0
387,2025-04-11,Quetta,18.0
388,2025-06-10,Lahore,30.0
389,2023-06-03,Lahore,34.0
390,2025-01-16,Lahore,29.0
391,2023-06-29,Quetta,49.0
392,2024-01-03,Islamabad,23.0
393,2024-08-22,Islamabad,28.0
394,2024-12-20,Quetta,25.0
395,2025-05-24,Lahore,28.0
396,2023-02-14,Quetta,42.0
397,2023-07-16,Lahore,46.0
398,2023-10-08,Islamabad,27.0
399,2023-11-07,Karachi,26.0
400,2025-09-25,Karachi,23.0
401,2025-02-16,Quetta,45.0
402,2023-11-17,Lahore,43.0
403,2025-08-29,Quetta,32.0
404,2024-05-14,Karachi,20.0
405,2024-05-15,Islamabad,21.0
406,2024-03-09,Quetta,35.0
407,2023-05-24,Lahore,38.0
408,2025-07-23,Quetta,18.0
409,2023-01-14,Karachi,30.0
410,2023-06-24,Islamabad,48.0
411,2023-08-18,Lahore,31.0
412,2023-10-07,Karachi,46.0
413,2023-05-12,Islamabad,39.0
414,2023-01-18,Karachi,23.0
415,2024-11-08,Lahore,30.0
416,2025-08-27,Lahore,32.0
417,2023-05-02,Multan,24.0
418,2023-10-24,Lahore,24.0
419,2024-05-21,Islamabad,47.0
420,2025-07-16,Quetta,24.0
421,2024-11-25,Lahore,43.0
422,2025-02-05,Lahore,29.0
423,2024-08-04,Islamabad,33.0
424,2024-02-22,Lahore,38.0
425,2023-07-19,Karachi,28.0
426,2025-05-14,Islamabad,38.0
427,2025-03-15,Karachi,18.0
428,2023-01-26,Karachi,37.0
429,2024-12-16,Islamabad,18.0
430,2023-03-26,Karachi,31.0
431,2025-01-08,Lahore,41.0
432,2025-04-05,Karachi,39.0
433,2023-05-12,Multan,21.0
434,2024-03-09,Islamabad,22.0
435,2023-05-04,Karachi,27.0
436,2024-07-21,Karachi,35.0
437,2025-07-16,Lahore,18.0
438,2023-03-22,Lahore,33.0
439,2024-02-02,Lahore,36.0
440,2025-08-31,Quetta,30.0
441,2023-10-28,Lahore,38.0
442,2023-05-13,Multan,35.0
443,2024-05-03,Lahore,28.0
444,2024-05-23,Lahore,18.0
445,2024-10-24,Karachi,34.0
446,2023-11-10,Karachi,24.0
447,2025-08-13,Islamabad,28.0
448,2024-06-05,Quetta,37.0
449,2023-10-14,Multan,46.0
450,2025-08-18,Lahore,33.0
451,2025-07-13,Islamabad,38.0
452,2024-05-14,Lahore,20.0
453,2023-01-25,Multan,35.0
454,2024-08-19,Karachi,32.0
455,2024-07-09,Karachi,44.0
456,2023-05-29,Lahore,28.0
457,2024-09-25,Lahore,31.0
458,2025-04-20,Lahore,43.0
459,2023-04-16,Multan,32.0
460,2024-12-24,Islamabad,23.0
461,2023-05-21,Quetta,56.0
462,2025-01-18,Lahore,23.0
463,2024-02-24,Karachi,32.0
464,2023-01-07,Lahore,36.0
465,2025-08-24,Karachi,35.0
466,2023-06-15,Karachi,31.0
467,2024-08-19,Lahore,31.0
468,2023-07-01,Karachi,31.0
469,2025-07-22,Lahore,23.0
470,2025-01-08,Karachi,52.0
471,2025-03-15,Islamabad,31.0
472,2024-03-08,Lahore,38.0
473,2024-04-12,Quetta,30.0
474,2024-09-26,Karachi,30.0
475,2025-02-23,Multan,29.0
476,2025-04-26,Islamabad,19.0
477,2023-01-18,Islamabad,32.0
478,2024-10-25,Islamabad,29.0
479,2023-04-20,Multan,44.0
480,2023-10-15,Islamabad,22.0
481,2025-04-09,Lahore,28.0
482,2023-09-08,Lahore,25.0
483,2025-03-07,Islamabad,46.0
484,2024-04-08,Lahore,25.0
485,2023-08-21,Lahore,38.0
486,2023-12-01,Lahore,42.0
487,2024-06-14,Karachi,32.0
488,2025-02-04,Lahore,21.0
489,2024-08-29,Islamabad,21.0
490,2025-07-22,Islamabad,41.0
491,2025-05-17,Multan,22.0
492,2025-01-23,Karachi,37.0
493,2024-08-26,Karachi,34.0
494,2023-10-17,Karachi,36.0
495,2024-02-17,Karachi,37.0
496,2023-04-29,Islamabad,25.0
497,2024-01-10,Lahore,24.0
498,2025-07-15,Quetta,39.0
499,2024-03-01,Lahore,27.0
500,2023-04-24,Multan,18.0
501,2024-10-13,Karachi,39.0
502,2025-08-20,Lahore,24.0
503,2025-05-17,Islamabad,37.0
504,2023-10-02,Lahore,46.0
505,2024-03-29,Islamabad,33.0
506,2024-06-15,Karachi,42.0
507,2023-09-05,Lahore,34.0
508,2023-09-26,Lahore,47.0
509,2023-08-25,Islamabad,23.0
510,2025-09-21,Lahore,33.0
511,2025-01-16,Multan,39.0
512,2025-04-20,Islamabad,31.0
513,2025-03-27,Islamabad,43.0
514,2025-08-17,Lahore,29.0
515,2023-04-16,Islamabad,52.0
516,2025-05-31,Quetta,52.0
517,2023-03-08,Lahore,36.0
518,2024-04-20,Karachi,38.0
519,2024-08-17,Lahore,44.0
520,2023-12-24,Karachi,22.0
521,2023-05-27,Islamabad,21.0
522,2023-07-12,Karachi,44.0
523,2025-04-04,Karachi,35.0
524,2023-11-15,Karachi,31.0
525,2023-11-07,Lahore,33.0
526,2025-07-12,Lahore,18.0
527,2023-05-24,Multan,31.0
528,2025-07-04,Islamabad,26.0
529,2025-07-09,Karachi,41.0
530,2024-08-21,Islamabad,42.0
531,2023-06-15,Lahore,38.0
532,2023-06-05,Lahore,37.0
533,2023-10-12,Lahore,20.0
534,2024-07-31,Quetta,38.0
535,2023-06-03,Islamabad,39.0
536,2024-03-31,Islamabad,44.0
537,2023-04-26,Lahore,52.0
538,2024-06-24,Lahore,18.0
539,2023-01-22,Islamabad,30.0
540,2024-12-10,Karachi,26.0
541,2023-02-25,Quetta,35.0
542,2023-07-14,Islamabad,33.0
543,2023-06-24,Karachi,31.0
544,2025-04-10,Islamabad,42.0
545,2023-02-23,Quetta,23.0
546,2024-03-05,Karachi,24.0
547,2024-08-14,Islamabad,24.0
548,2024-05-30,Multan,30.0
549,2024-11-11,Lahore,22.0
550,2025-03-14,Multan,33.0
551,2024-01-29,Lahore,32.0
552,2025-04-08,Islamabad,26.0
553,2023-11-14,Islamabad,41.0
554,2025-09-11,Islamabad,32.0
555,2024-05-19,Karachi,43.0
556,2025-01-06,Islamabad,31.0
557,2025-05-25,Lahore,33.0
558,2025-03-03,Lahore,28.0
559,2025-05-01,Lahore,33.0
560,2024-06-20,Karachi,39.0
561,2023-02-13,Karachi,29.0
562,2024-05-08,Lahore,38.0
563,2023-07-01,Multan,26.0
564,2025-06-08,Karachi,40.0
565,2023-08-25,Karachi,28.0
566,2023-08-17,Karachi,41.0
567,2023-09-07,Lahore,34.0
568,2024-10-04,Islamabad,47.0
569,2024-07-25,Karachi,23.0
570,2025-08-06,Lahore,20.0
571,2024-02-21,Quetta,27.0
572,2023-10-10,Multan,21.0
573,2023-02-19,Islamabad,21.0
574,2023-01-08,Multan,39.0
575,2024-01-09,Multan,33.0
576,2025-07-14,Karachi,29.0
577,2024-06-07,Islamabad,30.0
578,2025-06-12,Islamabad,28.0
579,2023-04-12,Lahore,48.0
580,2023-04-04,Lahore,26.0
581,2025-04-13,Lahore,21.0
582,2023-04-17,Islamabad,40.0
583,2023-02-21,Islamabad,31.0
584,2024-02-09,Islamabad,51.0
585,2025-07-13,Karachi,28.0
586,2024-11-20,Lahore,41.0
587,2023-04-10,Karachi,43.0
588,2025-04-17,Karachi,28.0
589,2025-04-23,Multan,26.0
590,2025-03-11,Multan,40.0
591,2025-06-21,Multan,38.0
592,2023-08-28,Multan,20.0
593,2025-09-06,Quetta,23.0
594,2023-11-17,Karachi,18.0
595,2025-03-13,Lahore,38.0
596,2024-08-02,Lahore,31.0
597,2025-02-18,Karachi,32.0
598,2024-09-19,Lahore,18.0
599,2024-10-04,Lahore,23.0
600,2024-09-08,Quetta,29.0
601,2025-02-17,Lahore,27.0
602,2025-01-09,Quetta,34.0
603,2023-05-15,Islamabad,38.0
604,2025-04-06,Islamabad,53.0
605,2024-06-20,Islamabad,33.0
606,2023-11-20,Karachi,43.0
607,2024-05-29,Islamabad,26.0
608,2025-08-24,Lahore,18.0
609,2025-05-07,Quetta,30.0
610,2025-04-13,Karachi,19.0
611,2024-04-07,Lahore,33.0
612,2025-02-23,Islamabad,26.0
613,2024-01-21,Islamabad,18.0
614,2024-11-17,Karachi,49.0
615,2024-10-01,Islamabad,28.0
616,2023-09-07,Lahore,18.0
617,2023-09-24,Islamabad,41.0
618,2023-03-03,Lahore,26.0
619,2023-05-20,Lahore,43.0
620,2024-03-09,Lahore,26.0
621,2024-04-22,Karachi,28.0
622,2023-06-15,Karachi,36.0
623,2024-02-21,Karachi,38.0
624,2024-08-27,Lahore,40.0
625,2023-08-21,Lahore,32.0
626,2023-12-05,Karachi,38.0
627,2024-01-03,Lahore,40.0
628,2024-05-20,Islamabad,35.0
629,2024-01-02,Quetta,32.0
630,2025-01-06,Karachi,20.0
631,2023-11-24,Multan,38.0
632,2024-03-09,Lahore,33.0
633,2024-01-15,Lahore,29.0
634,2023-07-02,Islamabad,44.0
635,2024-11-16,Islamabad,20.0
636,2023-08-24,Multan,48.0
637,2023-10-24,Lahore,33.0
638,2025-03-03,Islamabad,36.0
639,2025-08-06,Karachi,29.0
640,2024-11-01,Karachi,18.0
641,2025-07-05,Lahore,32.0
642,2025-05-04,Quetta,36.0
643,2024-04-25,Lahore,39.0
644,2025-02-09,Multan,31.0
645,2023-11-25,Islamabad,18.0
646,2024-04-05,Islamabad,19.0
647,2024-06-19,Islamabad,51.0
648,2025-08-18,Multan,23.0
649,2025-04-28,Lahore,46.0
650,2024-05-04,Lahore,25.0
651,2024-10-14,Karachi,31.0
652,2023-07-22,Karachi,39.0
653,2025-03-15,Lahore,26.0
654,2024-07-07,Lahore,47.0
655,2024-06-16,Karachi,34.0
656,2025-02-05,Lahore,37.0
657,2024-09-24,Lahore,31.0
658,2023-03-14,Multan,39.0
659,2023-10-16,Karachi,47.0
660,2023-06-26,Quetta,32.0
661,2025-01-04,Quetta,49.0
662,2023-02-05,Lahore,27.0
663,2023-07-22,Islamabad,40.0
664,2024-08-20,Islamabad,37.0
665,2024-11-25,Islamabad,23.0
666,2024-05-18,Lahore,35.0
667,2025-05-10,Lahore,33.0
668,2025-07-07,Lahore,25.0
669,2023-05-13,Islamabad,36.0
670,2025-08-10,Quetta,34.0
671,2024-09-06,Islamabad,32.0
672,2024-09-28,Islamabad,32.0
673,2023-04-06,Quetta,32.0
674,2024-09-13,Islamabad,30.0
675,2024-12-26,Lahore,34.0
676,2024-08-03,Multan,27.0
677,2023-03-26,Karachi,57.0
678,2024-06-07,Lahore,20.0
679,2025-07-24,Karachi,28.0
680,2024-12-24,Quetta,28.0
681,2023-05-18,Lahore,51.0
682,2025-08-17,Karachi,21.0
683,2025-08-16,Lahore,37.0
684,2023-06-19,Lahore,35.0
685,2025-03-11,Lahore,36.0
686,2024-02-11,Islamabad,44.0
687,2024-08-16,Multan,44.0
688,2024-03-21,Lahore,29.0
689,2025-02-21,Lahore,35.0
690,2025-09-23,Lahore,18.0
691,2025-03-06,Lahore,34.0
692,2025-07-20,Karachi,26.0
693,2025-08-04,Islamabad,31.0
694,2023-04-01,Islamabad,18.0
695,2023-09-11,Karachi,37.0
696,2024-12-22,Karachi,18.0
697,2024-08-13,Lahore,34.0
698,2023-02-20,Lahore,22.0
699,2023-04-06,Quetta,25.0
700,2024-06-04,Islamabad,43.0
701,2024-09-08,Quetta,38.0
702,2023-06-17,Multan,43.0
703,2023-06-21,Islamabad,47.0
704,2023-05-10,Quetta,26.0
705,2024-07-18,Karachi,46.0
706,2023-01-08,Lahore,20.0
707,2024-07-26,Lahore,40.0
708,2024-04-20,Lahore,29.0
709,2024-04-10,Lahore,25.0
710,2024-11-10,Karachi,39.0
711,2024-06-06,Islamabad,42.0
712,2024-12-28,Islamabad,41.0
713,2025-02-02,Karachi,35.0
714,2025-07-09,Lahore,34.0
715,2025-03-10,Islamabad,38.0
716,2024-06-01,Karachi,36.0
717,2024-05-07,Lahore,38.0
718,2023-08-24,Lahore,35.0
719,2024-08-22,Karachi,41.0
720,2023-05-20,Lahore,18.0
721,2025-07-20,Multan,32.0
722,2025-04-25,Islamabad,21.0
723,2023-04-30,Islamabad,35.0
724,2025-02-24,Lahore,48.0
725,2023-04-28,Multan,29.0
726,2024-12-22,Islamabad,34.0
727,2023-03-29,Lahore,40.0
728,2024-05-03,Islamabad,18.0
729,2024-10-19,Karachi,28.0
730,2024-12-29,Karachi,36.0
731,2024-02-23,Lahore,18.0
732,2025-07-10,Karachi,24.0
733,2025-02-13,Lahore,43.0
734,2023-07-28,Lahore,42.0
735,2024-11-02,Lahore,36.0
736,2024-12-31,Quetta,41.0
737,2023-11-30,Lahore,35.0
738,2025-01-08,Karachi,38.0
739,2025-06-17,Karachi,30.0
740,2025-03-28,Multan,34.0
741,2025-02-01,Karachi,27.0
742,2024-09-26,Multan,44.0
743,2023-09-28,Lahore,47.0
744,2025-03-06,Lahore,45.0
745,2023-12-31,Karachi,29.0
746,2024-06-16,Karachi,24.0
747,2023-11-11,Multan,44.0
748,2023-11-10,Multan,38.0
749,2023-06-07,Karachi,36.0
750,2025-08-19,Quetta,27.0
751,2023-05-28,Karachi,37.0
752,2023-03-28,Lahore,23.0
753,2025-07-25,Karachi,39.0
754,2024-07-09,Lahore,45.0
755,2024-03-13,Multan,48.0
756,2025-01-07,Lahore,39.0
757,2024-01-19,Karachi,21.0
758,2023-05-08,Karachi,35.0
759,2024-12-30,Lahore,52.0
760,2023-06-25,Lahore,25.0
761,2024-07-06,Islamabad,32.0
762,2025-08-07,Lahore,46.0
763,2025-07-25,Karachi,39.0
764,2023-12-27,Karachi,55.0
765,2025-02-19,Lahore,26.0
766,2024-09-04,Lahore,24.0
767,2024-04-24,Islamabad,44.0
768,2023-05-20,Quetta,22.0
769,2024-01-12,Lahore,31.0
770,2024-10-13,Quetta,32.0
771,2025-09-13,Karachi,42.0
