user_id,last_order_date,first_order_date,order_count,avg_order_value,avg_review_stars,days_since_last_order,tenure_days,order_velocity,churned
192,,,0,,,,,0.0,0
193,,,0,,,,,0.0,0
194,,,0,,,,,0.0,0
195,2025-09-15,2025-09-15,1,2266.051569540753,48.0,311.0,311.0,0.003215434083601286,1
196,,,0,,,,,0.0,0
197,,,0,,,,,0.0,0
198,,,0,,,,,0.0,0
199,,,0,,,,,0.0,0
200,,,0,,,,,0.0,0
201,,,0,,,,,0.0,0
202,,,0,,,,,0.0,0
203,,,0,,,,,0.0,0
204,,,0,,,,,0.0,0
205,,,0,,,,,0.0,0
206,,,0,,,,,0.0,0
207,,,0,,,,,0.0,0
208,,,0,,,,,0.0,0
209,,,0,,,,,0.0,0
210,2026-05-02,2026-05-02,1,2520.355692671104,32.0,82.0,82.0,0.012195121951219513,0
211,,,0,,,,,0.0,0
212,,,0,,,,,0.0,0
213,,,0,,,,,0.0,0
214,,,0,,,,,0.0,0
215,,,0,,,,,0.0,0
216,,,0,,,,,0.0,0
217,,,0,,,,,0.0,0
218,2026-07-16,2026-07-16,1,3594.015090880151,32.0,7.0,7.0,0.14285714285714285,0
219,,,0,,,,,0.0,0
220,,,0,,,,,0.0,0
221,,,0,,,,,0.0,0
222,,,0,,,,,0.0,0
223,,,0,,,,,0.0,0
224,,,0,,,,,0.0,0
225,,,0,,,,,0.0,0
226,,,0,,,,,0.0,0
227,,,0,,,,,0.0,0
228,,,0,,,,,0.0,0
229,,,0,,,,,0.0,0
230,,,0,,,,,0.0,0
231,,,0,,,,,0.0,0
232,,,0,,,,,0.0,0
233,,,0,,,,,0.0,0
234,,,0,,,,,0.0,0
235,,,0,,,,,0.0,0
236,,,0,,,,,0.0,0
237,,,0,,,,,0.0,0
238,,,0,,,,,0.0,0
239,,,0,,,,,0.0,0
240,,,0,,,,,0.0,0
241,,,0,,,,,0.0,0
242,,,0,,,,,0.0,0
243,,,0,,,,,0.0,0
244,,,0,,,,,0.0,0
245,2026-01-20,2026-01-20,1,1730.5607279414664,39.0,184.0,184.0,0.005434782608695652,1
246,,,0,,,,,0.0,0
247,2026-03-31,2025-03-27,2,2787.8722616671666,28.0,114.0,483.0,0.004140786749482402,0
248,,,0,,,,,0.0,0
249,,,0,,,,,0.0,0
250,,,0,,,,,0.0,0
251,,,0,,,,,0.0,0
252,,,0,,,,,0.0,0
253,,,0,,,,,0.0,0
254,,,0,,,,,0.0,0
255,,,0,,,,,0.0,0
256,,,0,,,,,0.0,0
257,,,0,,,,,0.0,0
258,,,0,,,,,0.0,0
259,,,0,,,,,0.0,0
260,,,0,,,,,0.0,0
261,2025-12-07,2025-12-07,1,3805.654629480407,43.0,228.0,228.0,0.0043859649122807015,1
262,,,0,,,,,0.0,0
263,,,0,,,,,0.0,0
264,,,0,,,,,0.0,0
265,,,0,,,,,0.0,0
266,,,0,,,,,0.0,0
267,,,0,,,,,0.0,0
268,,,0,,,,,0.0,0
269,,,0,,,,,0.0,0
270,,,0,,,,,0.0,0
271,,,0,,,,,0.0,0
272,,,0,,,,,0.0,0
273,,,0,,,,,0.0,0
274,,,0,,,,,0.0,0
275,,,0,,,,,0.0,0
276,,,0,,,,,0.0,0
277,,,0,,,,,0.0,0
278,,,0,,,,,0.0,0
279,,,0,,,,,0.0,0
280,2026-12-28,2026-12-28,1,515.3353229809557,8.0,-158.0,-158.0,0.0,0
281,,,0,,,,,0.0,0
282,,,0,,,,,0.0,0
283,,,0,,,,,0.0,0
284,,,0,,,,,0.0,0
285,,,0,,,,,0.0,0
286,,,0,,,,,0.0,0
287,,,0,,,,,0.0,0
288,,,0,,,,,0.0,0
289,2027-09-10,2027-09-10,1,3583.380848208232,15.0,-414.0,-414.0,0.0,0
290,,,0,,,,,0.0,0
291,,,0,,,,,0.0,0
292,2025-05-20,2025-05-20,1,4319.249855154387,9.0,429.0,429.0,0.002331002331002331,1
293,2027-07-16,2027-07-16,1,4072.128894534748,31.0,-358.0,-358.0,0.0,0
294,,,0,,,,,0.0,0
295,,,0,,,,,0.0,0
296,,,0,,,,,0.0,0
297,2026-11-03,2026-11-03,1,2096.628356535216,32.0,-103.0,-103.0,0.0,0
298,,,0,,,,,0.0,0
299,,,0,,,,,0.0,0
300,,,0,,,,,0.0,0
301,,,0,,,,,0.0,0
302,2026-10-07,2026-10-07,1,431.2928594878219,19.0,-76.0,-76.0,0.0,0
303,,,0,,,,,0.0,0
304,,,0,,,,,0.0,0
305,,,0,,,,,0.0,0
306,,,0,,,,,0.0,0
307,,,0,,,,,0.0,0
308,2027-08-16,2026-07-14,3,3717.0257596292467,26.0,-389.0,9.0,0.3333333333333333,0
309,2027-01-01,2027-01-01,1,3787.733151664131,22.0,-162.0,-162.0,0.0,0
310,,,0,,,,,0.0,0
311,,,0,,,,,0.0,0
312,,,0,,,,,0.0,0
313,,,0,,,,,0.0,0
314,,,0,,,,,0.0,0
315,,,0,,,,,0.0,0
316,,,0,,,,,0.0,0
317,,,0,,,,,0.0,0
318,,,0,,,,,0.0,0
319,,,0,,,,,0.0,0
320,,,0,,,,,0.0,0
321,,,0,,,,,0.0,0
322,,,0,,,,,0.0,0
323,,,0,,,,,0.0,0
324,,,0,,,,,0.0,0
325,2026-03-11,2025-07-09,2,4102.688933320612,44.0,134.0,379.0,0.005277044854881266,0
326,,,0,,,,,0.0,0
327,,,0,,,,,0.0,0
328,2027-08-22,2027-08-22,1,4896.922248267875,18.0,-395.0,-395.0,0.0,0
329,,,0,,,,,0.0,0
330,,,0,,,,,0.0,0
331,,,0,,,,,0.0,0
332,,,0,,,,,0.0,0
333,,,0,,,,,0.0,0
334,,,0,,,,,0.0,0
335,,,0,,,,,0.0,0
336,2027-04-21,2027-04-21,1,2083.799293901504,9.0,-272.0,-272.0,0.0,0
337,,,0,,,,,0.0,0
338,,,0,,,,,0.0,0
339,2025-05-03,2025-05-03,1,4842.207753244018,15.0,446.0,446.0,0.002242152466367713,1
340,,,0,,,,,0.0,0
341,,,0,,,,,0.0,0
342,,,0,,,,,0.0,0
343,2025-07-21,2025-07-21,1,731.4588479663153,19.0,367.0,367.0,0.0027247956403269754,1
344,,,0,,,,,0.0,0
345,,,0,,,,,0.0,0
346,2025-06-29,2025-06-29,1,2660.742815096254,23.0,389.0,389.0,0.002570694087403599,1
347,2027-01-11,2027-01-11,1,1955.2675916545825,46.0,-172.0,-172.0,0.0,0
348,2027-06-27,2027-06-27,1,1285.4015899984254,16.0,-339.0,-339.0,0.0,0
349,,,0,,,,,0.0,0
350,,,0,,,,,0.0,0
351,,,0,,,,,0.0,0
352,,,0,,,,,0.0,0
353,,,0,,,,,0.0,0
354,,,0,,,,,0.0,0
355,,,0,,,,,0.0,0
356,,,0,,,,,0.0,0
357,,,0,,,,,0.0,0
358,,,0,,,,,0.0,0
359,,,0,,,,,0.0,0
360,2026-02-04,2026-02-04,1,3257.131123782768,17.0,169.0,169.0,0.005917159763313609,0
361,,,0,,,,,0.0,0
362,,,0,,,,,0.0,0
363,,,0,,,,,0.0,0
364,,,0,,,,,0.0,0
365,2027-06-08,2027-06-08,1,4092.217188838009,13.0,-320.0,-320.0,0.0,0
366,,,0,,,,,0.0,0
367,,,0,,,,,0.0,0
368,,,0,,,,,0.0,0
369,,,0,,,,,0.0,0
370,,,0,,,,,0.0,0
371,,,0,,,,,0.0,0
372,,,0,,,,,0.0,0
373,,,0,,,,,0.0,0
374,,,0,,,,,0.0,0
375,,,0,,,,,0.0,0
376,,,0,,,,,0.0,0
377,,,0,,,,,0.0,0
378,,,0,,,,,0.0,0
379,,,0,,,,,0.0,0
380,,,0,,,,,0.0,0
381,,,0,,,,,0.0,0
382,,,0,,,,,0.0,0
383,,,0,,,,,0.0,0
384,2026-10-09,2026-10-09,1,4792.639114324574,2.0,-78.0,-78.0,0.0,0
385,,,0,,,,,0.0,0
386,2026-05-20,2026-05-20,1,1162.2776745363335,21.0,64.0,64.0,0.015625,0
387,,,0,,,,,0.0,0
388,,,0,,,,,0.0,0
389,,,0,,,,,0.0,0
390,2027-01-23,2027-01-23,1,1447.5439003655977,20.0,-184.0,-184.0,0.0,0
391,2026-11-07,2026-02-16,2,1227.1101537054572,13.5,-107.0,157.0,0.012738853503184714,0
392,,,0,,,,,0.0,0
393,,,0,,,,,0.0,0
394,2025-10-08,2025-10-08,1,1421.0795880408657,21.0,288.0,288.0,0.003472222222222222,1
395,,,0,,,,,0.0,0
396,,,0,,,,,0.0,0
397,,,0,,,,,0.0,0
398,,,0,,,,,0.0,0
399,,,0,,,,,0.0,0
400,,,0,,,,,0.0,0
401,,,0,,,,,0.0,0
402,,,0,,,,,0.0,0
403,,,0,,,,,0.0,0
404,,,0,,,,,0.0,0
405,,,0,,,,,0.0,0
406,,,0,,,,,0.0,0
407,,,0,,,,,0.0,0
408,,,0,,,,,0.0,0
409,,,0,,,,,0.0,0
410,,,0,,,,,0.0,0
411,,,0,,,,,0.0,0
412,,,0,,,,,0.0,0
413,,,0,,,,,0.0,0
414,,,0,,,,,0.0,0
415,,,0,,,,,0.0,0
416,,,0,,,,,0.0,0
417,,,0,,,,,0.0,0
418,,,0,,,,,0.0,0
419,,,0,,,,,0.0,0
420,,,0,,,,,0.0,0
421,,,0,,,,,0.0,0
422,,,0,,,,,0.0,0
423,,,0,,,,,0.0,0
424,,,0,,,,,0.0,0
425,,,0,,,,,0.0,0
426,,,0,,,,,0.0,0
427,,,0,,,,,0.0,0
428,,,0,,,,,0.0,0
429,,,0,,,,,0.0,0
430,,,0,,,,,0.0,0
431,,,0,,,,,0.0,0
432,,,0,,,,,0.0,0
433,,,0,,,,,0.0,0
434,,,0,,,,,0.0,0
435,,,0,,,,,0.0,0
436,,,0,,,,,0.0,0
437,2027-01-04,2027-01-04,1,4797.391044743378,29.0,-165.0,-165.0,0.0,0
438,,,0,,,,,0.0,0
439,,,0,,,,,0.0,0
440,,,0,,,,,0.0,0
441,,,0,,,,,0.0,0
442,,,0,,,,,0.0,0
443,,,0,,,,,0.0,0
444,,,0,,,,,0.0,0
445,,,0,,,,,0.0,0
446,,,0,,,,,0.0,0
447,,,0,,,,,0.0,0
448,,,0,,,,,0.0,0
449,2025-10-27,2025-10-27,1,1826.531116826008,6.0,269.0,269.0,0.0037174721189591076,1
450,,,0,,,,,0.0,0
451,2026-06-06,2026-06-06,1,845.2886211589849,30.0,47.0,47.0,0.02127659574468085,0
452,,,0,,,,,0.0,0
453,,,0,,,,,0.0,0
454,,,0,,,,,0.0,0
455,,,0,,,,,0.0,0
456,,,0,,,,,0.0,0
457,,,0,,,,,0.0,0
458,,,0,,,,,0.0,0
459,,,0,,,,,0.0,0
460,,,0,,,,,0.0,0
461,,,0,,,,,0.0,0
462,,,0,,,,,0.0,0
463,,,0,,,,,0.0,0
464,,,0,,,,,0.0,0
465,,,0,,,,,0.0,0
466,,,0,,,,,0.0,0
468,,,0,,,,,0.0,0
469,2025-05-23,2025-05-23,1,3609.165433391896,1.0,426.0,426.0,0.002347417840375587,1
470,,,0,,,,,0.0,0
471,,,0,,,,,0.0,0
472,,,0,,,,,0.0,0
473,,,0,,,,,0.0,0
474,,,0,,,,,0.0,0
475,2025-08-21,2025-08-21,1,4533.895976921539,43.0,336.0,336.0,0.002976190476190476,1
476,,,0,,,,,0.0,0
477,,,0,,,,,0.0,0
478,,,0,,,,,0.0,0
479,,,0,,,,,0.0,0
480,,,0,,,,,0.0,0
481,2027-05-17,2027-05-17,1,2680.152249086085,9.0,-298.0,-298.0,0.0,0
482,2025-08-27,2025-08-27,1,579.0519785159773,22.0,330.0,330.0,0.0030303030303030303,1
483,2026-10-22,2026-10-22,1,3355.2967144166173,5.0,-91.0,-91.0,0.0,0
484,,,0,,,,,0.0,0
485,,,0,,,,,0.0,0
486,2025-02-28,2025-02-28,1,3324.67264232458,5.0,510.0,510.0,0.00196078431372549,1
487,,,0,,,,,0.0,0
488,,,0,,,,,0.0,0
489,2026-10-03,2026-10-03,1,1630.650601469327,19.0,-72.0,-72.0,0.0,0
490,,,0,,,,,0.0,0
491,,,0,,,,,0.0,0
492,,,0,,,,,0.0,0
493,,,0,,,,,0.0,0
494,,,0,,,,,0.0,0
495,,,0,,,,,0.0,0
496,2025-09-10,2025-09-10,1,3412.1612621027766,38.0,316.0,316.0,0.0031645569620253164,1
497,,,0,,,,,0.0,0
498,,,0,,,,,0.0,0
499,,,0,,,,,0.0,0
500,,,0,,,,,0.0,0
501,2025-12-17,2025-12-17,1,3253.2610227658024,28.0,218.0,218.0,0.0045871559633027525,1
502,,,0,,,,,0.0,0
503,,,0,,,,,0.0,0
504,,,0,,,,,0.0,0
505,,,0,,,,,0.0,0
506,,,0,,,,,0.0,0
507,2026-08-07,2026-08-07,1,2356.8787617902817,6.0,-15.0,-15.0,0.0,0
508,,,0,,,,,0.0,0
509,,,0,,,,,0.0,0
510,,,0,,,,,0.0,0
511,,,0,,,,,0.0,0
512,,,0,,,,,0.0,0
513,,,0,,,,,0.0,0
514,,,0,,,,,0.0,0
515,2026-01-30,2026-01-30,1,4472.46576888228,7.0,174.0,174.0,0.005747126436781609,0
516,,,0,,,,,0.0,0
517,2025-04-05,2025-04-05,1,1578.2621988059625,19.0,474.0,474.0,0.002109704641350211,1
518,,,0,,,,,0.0,0
519,,,0,,,,,0.0,0
520,,,0,,,,,0.0,0
521,2026-07-05,2026-07-05,1,1874.3385630535008,46.0,18.0,18.0,0.05555555555555555,0
522,,,0,,,,,0.0,0
523,,,0,,,,,0.0,0
524,,,0,,,,,0.0,0
525,,,0,,,,,0.0,0
526,,,0,,,,,0.0,0
527,,,0,,,,,0.0,0
528,,,0,,,,,0.0,0
529,,,0,,,,,0.0,0
530,,,0,,,,,0.0,0
531,,,0,,,,,0.0,0
532,,,0,,,,,0.0,0
533,,,0,,,,,0.0,0
534,,,0,,,,,0.0,0
535,,,0,,,,,0.0,0
536,,,0,,,,,0.0,0
537,2025-11-19,2025-11-19,1,3117.945027635378,46.0,246.0,246.0,0.0040650406504065045,1
538,,,0,,,,,0.0,0
539,2027-05-25,2027-04-19,2,3899.296223605457,30.0,-306.0,-270.0,0.0,0
540,,,0,,,,,0.0,0
541,,,0,,,,,0.0,0
542,,,0,,,,,0.0,0
543,,,0,,,,,0.0,0
544,,,0,,,,,0.0,0
545,,,0,,,,,0.0,0
546,,,0,,,,,0.0,0
547,,,0,,,,,0.0,0
548,,,0,,,,,0.0,0
549,,,0,,,,,0.0,0
550,,,0,,,,,0.0,0
551,,,0,,,,,0.0,0
552,,,0,,,,,0.0,0
553,2025-01-22,2025-01-22,1,2888.807280616841,28.0,547.0,547.0,0.0018281535648994515,1
554,,,0,,,,,0.0,0
555,2025-08-26,2025-08-26,1,1089.5848617378292,34.0,331.0,331.0,0.0030211480362537764,1
556,2025-11-18,2025-11-18,1,3627.356693440911,32.0,247.0,247.0,0.004048582995951417,1
557,,,0,,,,,0.0,0
558,,,0,,,,,0.0,0
559,,,0,,,,,0.0,0
560,,,0,,,,,0.0,0
561,,,0,,,,,0.0,0
562,2027-04-17,2027-04-17,1,4967.624074030227,31.0,-268.0,-268.0,0.0,0
563,,,0,,,,,0.0,0
564,,,0,,,,,0.0,0
565,2025-04-14,2025-04-14,1,3540.315767210252,6.0,465.0,465.0,0.002150537634408602,1
566,,,0,,,,,0.0,0
567,,,0,,,,,0.0,0
568,,,0,,,,,0.0,0
569,2025-06-07,2025-04-08,2,2558.057189917929,41.0,411.0,471.0,0.004246284501061571,1
570,,,0,,,,,0.0,0
571,,,0,,,,,0.0,0
572,,,0,,,,,0.0,0
573,2025-04-26,2025-04-26,1,930.1005594669098,29.0,453.0,453.0,0.002207505518763797,1
574,,,0,,,,,0.0,0
575,,,0,,,,,0.0,0
576,,,0,,,,,0.0,0
577,,,0,,,,,0.0,0
578,,,0,,,,,0.0,0
579,,,0,,,,,0.0,0
580,,,0,,,,,0.0,0
581,,,0,,,,,0.0,0
582,,,0,,,,,0.0,0
583,2026-08-23,2026-08-23,1,842.3761423985271,27.0,-31.0,-31.0,0.0,0
584,,,0,,,,,0.0,0
585,,,0,,,,,0.0,0
586,,,0,,,,,0.0,0
587,,,0,,,,,0.0,0
588,,,0,,,,,0.0,0
589,2026-06-17,2026-06-17,1,1614.1731024617272,12.0,36.0,36.0,0.027777777777777776,0
590,,,0,,,,,0.0,0
591,,,0,,,,,0.0,0
592,,,0,,,,,0.0,0
593,2027-01-18,2027-01-18,1,905.4210060234064,27.0,-179.0,-179.0,0.0,0
594,,,0,,,,,0.0,0
595,2027-05-05,2025-04-28,3,2913.7325171106368,11.666666666666666,-286.0,451.0,0.0066518847006651885,0
596,2025-06-08,2025-06-08,1,2361.6846987459808,21.0,410.0,410.0,0.0024390243902439024,1
597,,,0,,,,,0.0,0
598,,,0,,,,,0.0,0
599,,,0,,,,,0.0,0
600,2026-12-03,2026-12-03,1,4884.866351740226,14.0,-133.0,-133.0,0.0,0
601,,,0,,,,,0.0,0
602,,,0,,,,,0.0,0
603,,,0,,,,,0.0,0
604,,,0,,,,,0.0,0
605,,,0,,,,,0.0,0
606,,,0,,,,,0.0,0
607,,,0,,,,,0.0,0
608,,,0,,,,,0.0,0
609,2026-09-24,2026-09-24,1,3578.5140398447897,32.0,-63.0,-63.0,0.0,0
610,2025-06-09,2025-06-09,1,3794.366417423871,25.0,409.0,409.0,0.0024449877750611247,1
611,,,0,,,,,0.0,0
612,,,0,,,,,0.0,0
613,,,0,,,,,0.0,0
614,,,0,,,,,0.0,0
615,,,0,,,,,0.0,0
616,,,0,,,,,0.0,0
617,,,0,,,,,0.0,0
618,,,0,,,,,0.0,0
619,,,0,,,,,0.0,0
620,,,0,,,,,0.0,0
621,,,0,,,,,0.0,0
622,,,0,,,,,0.0,0
623,,,0,,,,,0.0,0
624,2027-01-22,2025-08-29,2,3724.9005781670076,24.0,-183.0,328.0,0.006097560975609756,0
625,2026-12-11,2026-12-11,1,1607.8813317467104,20.0,-141.0,-141.0,0.0,0
626,,,0,,,,,0.0,0
627,,,0,,,,,0.0,0
628,2025-10-29,2025-10-29,1,2945.833488172644,35.0,267.0,267.0,0.003745318352059925,1
629,,,0,,,,,0.0,0
630,,,0,,,,,0.0,0
631,,,0,,,,,0.0,0
632,2025-01-15,2025-01-15,1,2755.6192749210422,5.0,554.0,554.0,0.0018050541516245488,1
633,,,0,,,,,0.0,0
634,,,0,,,,,0.0,0
635,2026-06-02,2026-06-02,1,2488.848647925522,40.0,51.0,51.0,0.0196078431372549,0
636,,,0,,,,,0.0,0
637,2026-04-06,2026-04-06,1,4970.472266718552,14.0,108.0,108.0,0.009259259259259259,0
638,,,0,,,,,0.0,0
639,,,0,,,,,0.0,0
640,,,0,,,,,0.0,0
641,2027-05-07,2025-11-17,2,2908.313085246953,22.5,-288.0,248.0,0.008064516129032258,0
642,,,0,,,,,0.0,0
643,,,0,,,,,0.0,0
644,,,0,,,,,0.0,0
645,2026-11-24,2026-11-24,1,247.63434141361105,15.0,-124.0,-124.0,0.0,0
646,,,0,,,,,0.0,0
647,,,0,,,,,0.0,0
648,,,0,,,,,0.0,0
649,,,0,,,,,0.0,0
650,,,0,,,,,0.0,0
651,,,0,,,,,0.0,0
652,,,0,,,,,0.0,0
