order_id,user_id,weight_kg,distance_km,express_flag,quantity,price,shipping_cost,order_date
79,2076,3.62,87.0,False,3,1987.0,74.0,2024-09-01
80,3571,5.7,104.0,False,2,5311.0,82.0,2024-12-09
81,4474,0.43,111.0,False,2,5741.0,88.0,2024-06-08
82,3166,3.52,280.0,False,3,3825.0,230.0,2024-02-28
83,676,0.32,257.0,True,4,4483.0,315.0,2024-10-30
84,3337,2.16,329.0,False,4,8447.0,220.0,2024-08-17
85,1623,2.7,167.0,False,1,1350.0,129.0,2024-09-12
86,247,2.03,268.0,True,3,3477.0,287.0,2024-02-05
87,961,5.06,180.0,True,5,16878.0,240.0,2024-04-24
88,4996,2.55,213.0,False,1,1181.0,167.0,2024-10-07
89,2135,5.39,533.0,False,1,2370.0,349.0,2024-10-30
90,1008,3.26,130.0,False,4,10395.0,122.0,2024-06-07
91,667,3.37,77.0,False,1,3771.0,91.0,2024-10-20
92,3251,4.35,196.0,False,5,18092.0,160.0,2024-11-03
93,3803,3.93,110.0,False,2,4114.0,80.0,2024-05-21
94,1765,3.28,110.0,False,5,10383.0,123.0,2024-11-23
95,517,4.24,54.0,True,3,4272.0,136.0,2024-04-15
96,1773,2.77,137.0,True,1,536.0,161.0,2024-03-28
97,3326,6.76,136.0,False,3,17799.0,157.0,2024-09-06
98,569,3.76,295.0,True,1,2423.0,287.0,2024-08-20
99,1338,4.58,170.0,True,2,5045.0,269.0,2024-02-21
100,10,0.5,95.0,False,5,4757.0,118.0,2024-10-30
101,2360,0.14,147.0,False,5,13098.0,140.0,2024-03-13
102,852,5.46,146.0,False,5,21251.0,167.0,2024-10-20
103,999,0.66,185.0,False,3,7429.0,147.0,2024-01-03
104,565,6.99,109.0,False,1,2802.0,128.0,2024-10-17
105,3651,7.85,99.0,False,2,4793.0,123.0,2024-10-14
106,2447,7.09,286.0,False,2,1376.0,234.0,2024-10-11
107,4741,4.39,263.0,False,1,286.0,205.0,2024-08-30
108,1975,0.39,98.0,True,3,11499.0,228.0,2024-06-21
109,1108,0.38,130.0,False,5,12965.0,94.0,2024-09-14
110,1020,0.8,142.0,False,4,5345.0,118.0,2024-04-11
111,4765,1.7,440.0,False,4,10970.0,315.0,2024-10-11
112,2948,6.11,48.0,True,1,4866.0,185.0,2024-07-21
113,1626,2.34,154.0,False,1,1513.0,143.0,2024-06-16
114,3270,7.27,200.0,True,5,15231.0,227.0,2024-07-03
115,2789,1.99,93.0,False,5,26876.0,97.0,2024-07-26
116,573,14.93,250.0,False,4,5424.0,181.0,2024-01-14
117,3507,8.62,428.0,True,2,5306.0,418.0,2024-02-21
118,595,2.2,87.0,False,5,8521.0,108.0,2024-03-30
119,996,1.52,386.0,False,1,1445.0,248.0,2024-02-11
120,3566,8.7,24.0,False,5,4699.0,83.0,2024-06-09
121,2223,1.2,157.0,False,4,8549.0,105.0,2024-08-31
122,1110,2.06,236.0,True,3,3875.0,263.0,2024-08-26
123,339,1.18,378.0,False,4,18567.0,275.0,2024-06-20
124,2968,3.93,147.0,True,2,1819.0,221.0,2024-11-08
125,3485,7.61,243.0,False,5,1241.0,222.0,2024-07-25
126,1015,2.27,144.0,False,3,5383.0,129.0,2024-01-29
127,2083,6.55,234.0,True,5,17364.0,261.0,2024-10-06
128,1721,4.15,191.0,True,3,2058.0,222.0,2024-07-28
129,4458,1.14,217.0,False,5,25644.0,180.0,2024-08-19
130,3954,2.12,122.0,False,1,3375.0,83.0,2024-07-25
131,1369,0.75,43.0,False,3,3840.0,53.0,2024-07-21
132,2567,10.46,268.0,False,3,5018.0,250.0,2024-02-03
133,4618,3.64,164.0,False,1,2397.0,176.0,2024-07-23
134,1728,3.21,192.0,False,1,1762.0,178.0,2024-10-17
135,705,3.57,266.0,True,3,7692.0,254.0,2024-04-20
136,1491,1.48,121.0,True,1,2048.0,206.0,2024-08-08
137,3034,2.36,327.0,True,1,1200.0,335.0,2024-01-12
138,4961,4.36,98.0,False,2,9285.0,153.0,2024-05-06
139,1539,0.56,213.0,False,4,4295.0,168.0,2024-06-08
140,292,0.28,130.0,False,2,4044.0,103.0,2024-12-24
141,908,1.95,175.0,True,4,2807.0,241.0,2024-03-19
142,2062,1.68,77.0,False,5,8034.0,36.0,2024-04-10
143,469,7.96,128.0,False,5,7132.0,148.0,2024-05-29
144,174,1.48,152.0,False,2,8518.0,105.0,2024-12-28
145,3278,4.44,113.0,False,5,7927.0,113.0,2024-11-07
146,4121,1.68,130.0,False,1,5432.0,67.0,2024-01-13
147,1165,4.24,89.0,False,1,2161.0,73.0,2024-03-26
148,2613,3.69,218.0,False,4,7096.0,165.0,2024-10-26
149,2864,9.37,321.0,False,2,6939.0,286.0,2024-01-22
150,3338,1.35,164.0,False,4,16523.0,122.0,2024-11-08
151,4897,1.35,69.0,True,5,8031.0,184.0,2024-04-12
152,4426,16.56,45.0,False,1,1575.0,122.0,2024-11-30
153,1579,7.42,86.0,False,4,10582.0,124.0,2024-04-17
154,4878,2.09,82.0,True,1,791.0,150.0,2024-06-07
155,174,1.42,168.0,False,2,7223.0,136.0,2024-08-29
156,4809,1.24,224.0,False,4,2495.0,182.0,2024-02-16
157,714,7.19,39.0,True,2,7990.0,199.0,2024-07-22
158,569,1.8,289.0,False,4,5352.0,194.0,2024-07-03
159,596,1.52,106.0,True,5,15598.0,222.0,2024-10-13
160,610,1.48,78.0,True,4,8574.0,173.0,2024-12-29
161,2316,4.95,79.0,False,5,2818.0,124.0,2024-08-30
162,3200,2.63,260.0,True,5,21234.0,295.0,2024-05-29
163,3723,7.36,92.0,False,1,2007.0,156.0,2024-05-28
164,79,12.0,146.0,False,4,6210.0,141.0,2024-06-01
165,1482,3.7,433.0,False,2,5845.0,311.0,2024-10-24
166,661,4.0,137.0,False,3,5756.0,129.0,2024-04-27
167,729,2.51,153.0,False,5,16753.0,163.0,2024-03-01
168,3732,3.57,115.0,True,1,2500.0,196.0,2024-05-02
169,3203,0.42,192.0,False,1,2828.0,137.0,2024-01-09
170,1049,4.29,192.0,True,4,16808.0,314.0,2024-02-08
171,1505,6.25,295.0,True,2,2320.0,318.0,2024-02-02
172,4624,1.16,189.0,False,3,4078.0,178.0,2024-10-08
173,2875,10.62,306.0,False,4,31730.0,215.0,2024-09-20
174,1194,1.99,262.0,True,2,3511.0,300.0,2024-09-11
175,4668,8.72,97.0,False,5,9615.0,131.0,2024-06-17
176,993,5.29,170.0,False,5,5827.0,144.0,2024-09-18
177,1456,1.03,81.0,False,4,12725.0,60.0,2024-02-28
178,3463,7.07,214.0,False,1,1570.0,151.0,2024-11-24
179,2562,3.24,14.0,False,3,11251.0,41.0,2024-07-01
180,346,4.62,470.0,False,5,16479.0,309.0,2024-12-08
181,4034,2.57,99.0,True,2,5158.0,183.0,2024-02-25
182,1140,2.9,100.0,False,4,6981.0,118.0,2024-06-30
183,3458,0.57,184.0,True,5,12374.0,250.0,2024-09-11
184,1671,4.89,61.0,False,2,3628.0,115.0,2024-06-29
185,3757,3.17,76.0,False,2,6201.0,137.0,2024-06-11
186,4490,4.03,145.0,False,5,15170.0,167.0,2024-03-01
187,3862,4.72,67.0,False,1,4645.0,82.0,2024-05-19
188,4605,4.46,106.0,False,2,6432.0,107.0,2024-03-28
189,2699,5.04,27.0,False,1,3149.0,104.0,2024-04-20
190,325,0.55,264.0,False,4,13337.0,187.0,2024-09-06
191,2680,2.62,372.0,True,1,934.0,340.0,2024-08-18
192,2306,1.01,340.0,False,3,6126.0,297.0,2024-08-09
193,3594,0.16,142.0,False,5,25796.0,100.0,2024-05-12
194,1243,4.56,197.0,False,4,3417.0,165.0,2024-12-16
195,3488,11.84,257.0,False,2,2177.0,187.0,2024-02-01
196,2208,0.2,74.0,False,1,6944.0,39.0,2024-05-05
197,3350,4.91,191.0,True,3,3090.0,213.0,2024-02-13
198,2098,2.38,157.0,False,2,725.0,124.0,2024-05-03
199,1910,2.92,93.0,False,5,10283.0,74.0,2024-12-17
200,1071,4.79,177.0,False,5,8216.0,176.0,2024-05-13
201,4142,4.3,58.0,False,2,7214.0,83.0,2024-11-27
202,343,2.56,102.0,False,3,730.0,98.0,2024-06-29
203,1181,1.99,224.0,False,1,2608.0,146.0,2024-09-12
204,2133,4.34,116.0,False,3,7393.0,163.0,2024-06-15
205,778,0.29,160.0,False,2,10092.0,160.0,2024-04-07
206,4583,4.76,181.0,False,5,6051.0,153.0,2024-10-05
207,1725,2.39,193.0,False,1,3796.0,169.0,2024-12-19
208,1211,8.15,188.0,False,3,8686.0,132.0,2024-04-06
209,1269,3.12,138.0,True,3,8442.0,220.0,2024-10-11
210,958,7.86,501.0,False,1,2874.0,360.0,2024-04-05
211,3315,1.3,111.0,False,1,4397.0,70.0,2024-09-18
212,2406,1.19,382.0,False,3,2285.0,246.0,2024-10-14
213,1155,1.63,260.0,False,4,22529.0,190.0,2024-06-13
214,4366,9.17,91.0,False,3,6651.0,110.0,2024-09-25
215,3282,3.02,132.0,False,5,11611.0,79.0,2024-04-09
216,2014,1.92,146.0,False,5,17762.0,187.0,2024-01-29
217,2566,4.28,34.0,False,2,6870.0,89.0,2024-02-05
218,3281,1.72,105.0,False,2,9986.0,78.0,2024-06-12
219,762,4.24,390.0,True,1,1120.0,352.0,2024-11-25
220,4041,3.01,119.0,False,3,7434.0,61.0,2024-02-16
221,1291,1.86,205.0,False,2,7608.0,182.0,2024-06-15
222,147,3.15,182.0,True,1,3051.0,220.0,2024-09-13
223,2608,3.15,243.0,False,2,6106.0,202.0,2024-03-14
224,4382,5.84,65.0,False,2,5685.0,91.0,2024-09-20
225,3665,0.96,191.0,False,2,9729.0,112.0,2024-04-21
226,1542,2.14,254.0,False,5,9086.0,191.0,2024-10-22
227,1991,3.75,63.0,False,5,22012.0,77.0,2024-07-30
228,2979,1.55,134.0,True,5,4150.0,211.0,2024-07-18
229,1164,2.72,67.0,False,2,2099.0,103.0,2024-03-05
230,4100,1.83,257.0,True,4,13543.0,234.0,2024-06-18
231,1475,2.31,104.0,True,4,19153.0,169.0,2024-11-08
232,1083,1.2,133.0,False,4,5550.0,72.0,2024-01-08
233,475,11.87,144.0,False,1,3537.0,152.0,2024-10-03
234,3466,0.32,382.0,False,2,6799.0,233.0,2024-06-28
235,125,1.82,72.0,False,3,5746.0,122.0,2024-09-19
236,4027,3.11,216.0,False,3,6982.0,169.0,2024-08-30
237,4865,3.08,96.0,False,1,3571.0,92.0,2024-06-06
238,555,7.26,141.0,False,1,2294.0,173.0,2024-04-22
239,482,0.95,71.0,False,1,1375.0,69.0,2024-08-16
240,4672,0.59,223.0,False,3,6384.0,181.0,2024-02-21
241,624,2.05,92.0,False,4,4088.0,95.0,2024-08-01
242,2038,3.11,145.0,True,3,2454.0,197.0,2024-02-04
243,4354,2.45,284.0,False,2,4929.0,143.0,2024-08-25
244,694,6.2,80.0,False,1,2238.0,103.0,2024-08-17
245,3317,1.08,115.0,False,1,1045.0,149.0,2024-01-31
246,1913,1.88,307.0,False,3,12195.0,206.0,2024-10-03
247,2180,4.71,198.0,False,2,2620.0,184.0,2024-05-31
248,4655,3.15,125.0,False,1,742.0,128.0,2024-10-14
249,3245,7.37,178.0,False,3,2832.0,152.0,2024-01-16
250,1597,3.16,246.0,True,1,2959.0,237.0,2024-03-06
251,4674,0.94,285.0,False,3,8578.0,180.0,2024-06-29
252,2903,6.74,225.0,False,2,6518.0,189.0,2024-03-09
253,496,6.22,139.0,False,1,2425.0,126.0,2024-04-30
254,1963,4.23,197.0,True,1,3666.0,230.0,2024-08-29
255,1218,13.32,83.0,False,3,11121.0,103.0,2024-02-22
256,3212,3.28,125.0,False,4,7641.0,147.0,2024-09-04
257,4301,3.48,274.0,False,5,9677.0,232.0,2024-02-07
258,195,6.1,70.0,False,3,7342.0,96.0,2024-03-04
259,3903,3.89,150.0,False,2,3774.0,143.0,2024-08-02
260,4581,3.45,184.0,False,5,14512.0,156.0,2024-10-16
261,4971,0.58,188.0,True,3,1933.0,261.0,2024-03-03
262,3305,0.83,282.0,False,1,3464.0,233.0,2024-04-19
263,1569,0.82,186.0,False,5,9423.0,138.0,2024-12-03
264,726,2.35,183.0,False,1,1135.0,149.0,2024-12-27
265,4724,7.62,147.0,True,5,23064.0,238.0,2024-07-31
266,2062,10.34,163.0,False,5,14106.0,132.0,2024-06-12
267,1718,8.33,132.0,True,2,3312.0,178.0,2024-05-06
268,3669,8.58,74.0,False,5,7357.0,85.0,2024-08-11
269,3575,1.39,226.0,False,1,987.0,132.0,2024-08-03
270,4046,3.15,13.0,False,4,9331.0,-6.0,2024-04-17
271,4413,1.22,170.0,False,1,977.0,131.0,2024-01-09
272,4385,4.11,208.0,False,2,2343.0,180.0,2024-02-25
273,853,2.37,356.0,False,1,589.0,237.0,2024-12-15
274,848,0.6,399.0,False,1,2749.0,211.0,2024-06-01
275,1028,4.51,216.0,False,1,1006.0,173.0,2024-06-25
276,3136,1.68,115.0,False,1,2953.0,153.0,2024-06-19
277,2904,2.9,167.0,False,5,24805.0,157.0,2024-10-12
278,4286,2.01,174.0,False,1,4346.0,159.0,2024-01-24
279,4219,4.97,318.0,False,1,1813.0,246.0,2024-01-31
280,4066,3.55,104.0,False,2,6292.0,102.0,2024-04-10
281,394,3.12,166.0,True,2,5303.0,236.0,2024-06-26
282,3478,8.13,87.0,True,5,22746.0,252.0,2024-09-01
283,4254,2.13,221.0,False,2,4312.0,202.0,2024-06-28
284,4911,4.31,128.0,False,2,3469.0,133.0,2024-06-10
285,1715,2.2,50.0,True,5,6879.0,173.0,2024-12-08
286,3883,15.16,103.0,False,4,1998.0,100.0,2024-02-28
287,2031,6.92,420.0,False,3,3211.0,249.0,2024-07-27
288,803,9.94,96.0,False,1,1997.0,72.0,2024-07-16
289,1699,3.47,138.0,False,2,3392.0,141.0,2024-06-21
290,1256,7.13,254.0,False,5,9721.0,253.0,2024-10-21
291,4557,1.11,20.0,False,3,7933.0,50.0,2024-04-07
292,878,0.94,51.0,False,1,3669.0,104.0,2024-12-14
293,653,2.64,158.0,True,1,7048.0,215.0,2024-05-01
294,2898,4.02,406.0,True,3,7696.0,364.0,2024-07-17
295,2871,7.66,240.0,False,1,2022.0,192.0,2024-07-09
296,2805,3.26,96.0,True,4,17859.0,206.0,2024-11-06
297,740,2.62,56.0,False,4,8243.0,77.0,2024-06-09
298,2492,5.69,99.0,False,5,4712.0,114.0,2024-04-13
299,4642,9.57,146.0,False,3,5932.0,204.0,2024-01-08
300,449,5.97,269.0,False,1,2267.0,182.0,2024-05-12
301,3989,4.54,149.0,False,3,2211.0,127.0,2024-10-28
302,628,7.09,73.0,False,2,4425.0,59.0,2024-01-04
303,1169,6.7,351.0,True,5,6397.0,338.0,2024-11-23
304,4490,5.99,301.0,False,5,9142.0,246.0,2024-07-17
305,1488,6.82,340.0,False,3,5753.0,252.0,2024-02-21
306,2612,4.11,147.0,True,4,19715.0,208.0,2024-04-20
307,1907,10.92,62.0,False,1,4311.0,104.0,2024-07-21
308,3071,0.96,408.0,False,5,6355.0,216.0,2024-04-25
309,2027,5.13,216.0,False,1,1364.0,172.0,2024-02-09
310,2219,1.79,210.0,False,5,16889.0,170.0,2024-08-31
311,4086,3.81,215.0,False,1,1788.0,175.0,2024-09-02
312,2770,1.03,130.0,False,4,5101.0,140.0,2024-02-13
313,2822,2.31,185.0,True,1,2831.0,220.0,2024-04-12
314,4027,2.58,89.0,False,4,17236.0,39.0,2024-03-30
315,2139,4.69,344.0,True,1,596.0,312.0,2024-08-28
316,4117,2.14,47.0,True,5,19917.0,135.0,2024-09-23
317,3597,2.76,304.0,False,3,3952.0,210.0,2024-09-22
318,4418,5.87,100.0,True,1,2997.0,194.0,2024-12-08
319,2289,7.78,244.0,True,2,2891.0,284.0,2024-10-07
320,2793,2.49,245.0,False,4,13809.0,141.0,2024-04-27
321,641,8.64,252.0,True,2,7222.0,312.0,2024-02-09
322,556,5.59,188.0,True,5,7119.0,231.0,2024-08-12
323,537,8.56,237.0,False,5,4306.0,218.0,2024-11-30
324,3165,3.62,109.0,False,3,5682.0,145.0,2024-12-21
325,1629,2.72,263.0,False,3,14202.0,178.0,2024-03-25
326,1444,3.2,175.0,True,2,3927.0,232.0,2024-03-27
327,3014,4.59,103.0,True,2,2279.0,198.0,2024-01-14
328,1991,3.56,197.0,False,5,18467.0,160.0,2024-02-21
329,674,3.64,117.0,False,3,7703.0,150.0,2024-07-21
330,2787,5.55,223.0,False,5,6055.0,169.0,2024-07-18
331,2750,2.17,139.0,False,5,10821.0,115.0,2024-05-15
332,698,3.92,154.0,True,1,793.0,239.0,2024-04-23
333,1348,1.02,274.0,False,3,3985.0,197.0,2024-10-29
334,1186,3.35,183.0,False,1,4424.0,181.0,2024-06-16
335,3477,2.54,337.0,True,5,8396.0,339.0,2024-10-22
336,1245,2.62,41.0,False,4,2459.0,46.0,2024-12-17
337,141,1.25,200.0,False,4,10182.0,154.0,2024-04-25
338,1333,2.07,39.0,True,4,8494.0,152.0,2024-03-14
339,2345,4.69,59.0,False,1,1876.0,96.0,2024-12-13
340,3846,1.52,26.0,True,2,1014.0,191.0,2024-08-19
341,261,0.53,362.0,True,4,15483.0,282.0,2024-04-16
342,4406,5.19,174.0,True,4,3665.0,245.0,2024-08-14
343,1652,12.74,42.0,False,4,4942.0,76.0,2024-07-06
344,1713,1.96,191.0,False,2,4891.0,159.0,2024-11-26
345,77,10.77,264.0,False,1,1287.0,239.0,2024-04-03
346,1381,0.46,250.0,False,2,12043.0,146.0,2024-12-27
347,2345,4.97,32.0,False,4,10941.0,66.0,2024-12-07
348,3130,1.79,271.0,False,1,1839.0,205.0,2024-03-06
349,3835,12.53,300.0,True,3,6206.0,326.0,2024-03-01
350,2613,2.96,322.0,True,2,2911.0,342.0,2024-07-13
351,501,2.08,123.0,True,1,1404.0,182.0,2024-01-17
352,1957,0.08,225.0,False,3,3796.0,177.0,2024-04-19
353,3676,6.17,45.0,False,1,3299.0,95.0,2024-06-07
354,3197,5.89,272.0,False,3,3528.0,155.0,2024-12-19
355,2920,8.35,322.0,False,2,8668.0,232.0,2024-12-28
356,2541,4.1,43.0,False,4,4379.0,97.0,2024-02-25
357,2523,2.71,402.0,False,3,6709.0,311.0,2024-11-21
358,4965,7.37,160.0,False,4,15238.0,150.0,2024-02-03
359,2997,2.32,101.0,False,5,10100.0,146.0,2024-09-30
360,2985,0.93,137.0,True,4,8361.0,201.0,2024-11-04
361,1679,4.85,228.0,False,3,5404.0,164.0,2024-11-21
362,2450,6.79,135.0,False,4,4262.0,147.0,2024-03-22
363,3551,0.74,110.0,False,3,1696.0,93.0,2024-11-22
364,4290,3.87,75.0,True,1,5457.0,194.0,2024-02-12
365,3898,6.19,74.0,False,2,14263.0,69.0,2024-07-08
366,3311,2.16,123.0,False,1,1949.0,141.0,2024-06-20
367,3891,10.67,87.0,False,4,4661.0,116.0,2024-04-25
368,164,1.96,68.0,False,2,2831.0,85.0,2024-01-09
369,1347,1.96,143.0,True,4,9301.0,227.0,2024-10-08
370,1215,2.35,263.0,False,1,2011.0,161.0,2024-05-02
371,3269,1.44,64.0,True,2,4819.0,143.0,2024-08-29
372,3766,1.96,215.0,True,1,694.0,225.0,2024-05-29
373,740,3.77,139.0,False,2,3945.0,137.0,2024-05-16
374,964,1.62,236.0,False,2,6566.0,159.0,2024-11-19
375,2477,5.22,195.0,False,3,10101.0,192.0,2024-02-04
376,4841,0.82,96.0,True,5,7783.0,162.0,2024-09-25
377,13,1.64,207.0,False,1,2534.0,162.0,2024-09-29
378,4397,10.81,195.0,False,1,1074.0,189.0,2024-05-18
379,967,1.91,271.0,False,2,10647.0,187.0,2024-04-05
380,1342,3.32,149.0,False,1,3564.0,122.0,2024-01-02
381,3158,3.54,307.0,False,2,2900.0,198.0,2024-12-07
382,3643,1.33,170.0,False,1,3394.0,145.0,2024-12-11
383,4371,1.76,74.0,True,5,10980.0,200.0,2024-03-28
384,27,4.43,347.0,True,1,2225.0,311.0,2024-01-12
385,245,1.92,97.0,False,5,22648.0,126.0,2024-02-14
386,2391,1.83,179.0,False,2,5519.0,182.0,2024-01-25
387,2792,1.75,90.0,False,4,3647.0,70.0,2024-10-30
388,1304,8.26,79.0,False,2,4967.0,83.0,2024-11-21
389,3183,7.14,230.0,True,4,10708.0,227.0,2024-02-25
390,1326,3.82,61.0,False,2,2437.0,78.0,2024-09-29
391,4661,2.91,148.0,False,4,10895.0,126.0,2024-03-06
392,887,3.66,173.0,False,4,8749.0,126.0,2024-05-14
393,3275,4.66,373.0,False,3,8605.0,236.0,2024-08-06
394,2651,4.69,145.0,True,1,2527.0,274.0,2024-09-19
395,515,1.94,185.0,False,4,2808.0,108.0,2024-11-15
396,3024,2.48,195.0,False,4,25105.0,166.0,2024-01-17
397,733,2.28,310.0,True,3,6918.0,310.0,2024-03-12
398,2697,4.07,108.0,False,3,12823.0,136.0,2024-04-12
399,3178,7.99,264.0,False,1,894.0,215.0,2024-04-23
400,360,3.34,59.0,False,3,7544.0,70.0,2024-12-30
401,1078,3.58,78.0,False,2,3978.0,68.0,2024-10-10
402,1478,1.62,170.0,False,4,16312.0,153.0,2024-04-26
403,4641,0.69,161.0,False,3,7175.0,103.0,2024-12-20
404,1105,2.42,192.0,False,2,1509.0,186.0,2024-07-01
405,4603,5.39,178.0,False,5,13921.0,166.0,2024-07-01
406,2669,1.66,223.0,False,3,8184.0,187.0,2024-06-07
407,4743,0.54,134.0,False,1,2793.0,114.0,2024-02-22
408,4156,4.82,371.0,False,2,4291.0,297.0,2024-12-07
409,1464,4.45,188.0,False,3,4596.0,162.0,2024-01-06
410,2798,2.01,79.0,False,5,10684.0,64.0,2024-03-04
411,3584,1.81,110.0,True,3,5037.0,174.0,2024-03-24
412,391,2.58,93.0,False,4,9344.0,61.0,2024-04-11
413,3315,2.14,187.0,False,2,7537.0,170.0,2024-02-18
414,2298,9.38,58.0,False,5,21282.0,119.0,2024-01-07
415,178,2.52,213.0,False,1,3398.0,168.0,2024-09-04
416,4335,4.22,66.0,False,1,4338.0,111.0,2024-12-19
417,1327,2.84,204.0,True,4,14428.0,296.0,2024-02-14
418,4370,4.33,255.0,False,5,9627.0,182.0,2024-04-18
419,1033,2.06,238.0,False,5,14729.0,180.0,2024-07-03
420,2708,2.0,105.0,False,2,7785.0,81.0,2024-12-04
421,1854,3.32,416.0,False,4,17399.0,249.0,2024-09-10
422,4464,1.78,140.0,False,5,4584.0,158.0,2024-10-06
423,4765,2.42,62.0,False,3,1348.0,86.0,2024-07-31
